alpha,mean,std,ci_low,ci_high,n
2.0,0.05194346110026042,0.24639835417647418,-0.005886637369791656,0.14034427642822264,40
1.5,0.00012156168619789527,0.01671287898801324,-0.005816345214843826,0.004577191670735734,40
1.0,0.0,0.0,0.0,0.0,40
0.5,0.005073038736979195,0.02639169352180784,-0.0018503570556641718,0.014008127848307262,40
0.25,0.0430704752604167,0.18049208069553313,-0.0004951731363931838,0.10738217671712241,40
0.0,0.04873555501302085,0.19995836320289642,0.002094268798828139,0.11782241821289069,40
