pair_id,feature,is_target,alpha,base_contrast,contrast,delta_contrast
p151,16057,0,0.5,-0.453125,-0.40625,0.046875
p152,16057,0,0.5,-0.28125,-0.09375,0.1875
p153,16057,0,0.5,0.8125,0.8125,0.0
p154,16057,0,0.5,0.1875,0.28125,0.09375
p155,16057,0,0.5,1.515625,1.609375,0.09375
p156,16057,0,0.5,3.625,3.78125,0.15625
p157,16057,0,0.5,2.03125,2.0625,0.03125
p158,16057,0,0.5,1.8125,1.96875,0.15625
p159,16057,0,0.5,2.71875,2.78125,0.0625
p160,16057,0,0.5,3.625,3.78125,0.15625
p161,16057,0,0.5,3.875,4.0,0.125
p162,16057,0,0.5,0.75,0.875,0.125
p163,16057,0,0.5,-1.375,-1.25,0.125
p164,16057,0,0.5,-2.625,-2.875,-0.25
p165,16057,0,0.5,-1.6875,-1.5625,0.125
p166,16057,0,0.5,4.6875,4.75,0.0625
p167,16057,0,0.5,1.375,1.4375,0.0625
p168,16057,0,0.5,3.25,3.1875,-0.0625
p169,16057,0,0.5,1.4375,1.4375,0.0
p170,16057,0,0.5,5.375,5.375,0.0
p171,16057,0,0.5,4.53125,4.65625,0.125
p172,16057,0,0.5,0.9375,0.9375,0.0
p173,16057,0,0.5,2.75,2.75,0.0
p174,16057,0,0.5,3.5625,3.59375,0.03125
p175,16057,0,0.5,3.5,3.5,0.0
p176,16057,0,0.5,5.5,5.4375,-0.0625
p177,16057,0,0.5,3.9375,4.0625,0.125
p178,16057,0,0.5,2.4375,2.5625,0.125
p179,16057,0,0.5,4.0,4.25,0.25
p180,16057,0,0.5,3.0,3.125,0.125
p181,16057,0,0.5,-0.1875,-0.25,-0.0625
p182,16057,0,0.5,-0.3125,-0.4375,-0.125
p183,16057,0,0.5,-2.375,-2.5,-0.125
p184,16057,0,0.5,0.0625,0.0,-0.0625
p185,16057,0,0.5,-1.625,-1.75,-0.125
p186,16057,0,0.5,-0.0625,-0.25,-0.1875
p187,16057,0,0.5,-3.4375,-3.625,-0.1875
p188,16057,0,0.5,0.5,0.1875,-0.3125
p189,16057,0,0.5,1.75,1.75,0.0
p190,16057,0,0.5,1.6875,1.625,-0.0625
p191,16057,0,0.5,5.125,5.125,0.0
p192,16057,0,0.5,2.75,2.9375,0.1875
p193,16057,0,0.5,10.875,11.0,0.125
p194,16057,0,0.5,2.875,2.9375,0.0625
p195,16057,0,0.5,6.6875,6.875,0.1875
p196,16057,0,0.5,2.75,2.9375,0.1875
p197,16057,0,0.5,8.8125,8.6875,-0.125
p198,16057,0,0.5,6.125,6.0,-0.125
p199,16057,0,0.5,10.5625,10.5,-0.0625
p200,16057,0,0.5,3.625,3.8125,0.1875
p1,16057,0,1.0,6.265625,6.265625,0.0
p2,16057,0,1.0,5.5,5.5,0.0
p3,16057,0,1.0,4.84375,4.84375,0.0
p4,16057,0,1.0,7.671875,7.671875,0.0
p5,16057,0,1.0,5.34375,5.34375,0.0
p6,16057,0,1.0,3.625,3.625,0.0
p7,16057,0,1.0,6.96875,6.96875,0.0
p8,16057,0,1.0,4.46875,4.46875,0.0
p9,16057,0,1.0,5.5625,5.5625,0.0
p10,16057,0,1.0,3.625,3.625,0.0
p11,16057,0,1.0,5.5625,5.5625,0.0
p12,16057,0,1.0,5.75,5.75,0.0
p13,16057,0,1.0,7.125,7.125,0.0
p14,16057,0,1.0,4.0,4.0,0.0
p15,16057,0,1.0,10.5,10.5,0.0
p16,16057,0,1.0,9.84375,9.84375,0.0
p17,16057,0,1.0,8.4375,8.4375,0.0
p18,16057,0,1.0,7.75,7.75,0.0
p19,16057,0,1.0,7.125,7.125,0.0
p20,16057,0,1.0,6.875,6.875,0.0
p21,16057,0,1.0,6.75,6.75,0.0
p22,16057,0,1.0,8.25,8.25,0.0
p23,16057,0,1.0,6.375,6.375,0.0
p24,16057,0,1.0,5.1875,5.1875,0.0
p25,16057,0,1.0,11.1875,11.1875,0.0
p26,16057,0,1.0,7.0,7.0,0.0
p27,16057,0,1.0,9.0625,9.0625,0.0
p28,16057,0,1.0,5.375,5.375,0.0
p29,16057,0,1.0,7.875,7.875,0.0
p30,16057,0,1.0,4.25,4.25,0.0
p31,16057,0,1.0,0.28125,0.28125,0.0
p32,16057,0,1.0,0.5625,0.5625,0.0
p33,16057,0,1.0,2.125,2.125,0.0
p34,16057,0,1.0,3.40625,3.40625,0.0
p35,16057,0,1.0,2.25,2.25,0.0
p36,16057,0,1.0,2.15625,2.15625,0.0
p37,16057,0,1.0,1.5625,1.5625,0.0
p38,16057,0,1.0,3.625,3.625,0.0
p39,16057,0,1.0,2.0625,2.0625,0.0
p40,16057,0,1.0,1.671875,1.671875,0.0
p41,16057,0,1.0,5.5,5.5,0.0
p42,16057,0,1.0,9.0,9.0,0.0
p43,16057,0,1.0,6.375,6.375,0.0
p44,16057,0,1.0,8.5,8.5,0.0
p45,16057,0,1.0,11.5,11.5,0.0
p46,16057,0,1.0,5.125,5.125,0.0
p47,16057,0,1.0,9.5,9.5,0.0
p48,16057,0,1.0,12.125,12.125,0.0
p49,16057,0,1.0,9.9375,9.9375,0.0
p50,16057,0,1.0,7.125,7.125,0.0
p51,16057,0,1.0,4.515625,4.515625,0.0
p52,16057,0,1.0,7.9375,7.9375,0.0
p53,16057,0,1.0,11.8125,11.8125,0.0
p54,16057,0,1.0,11.9453125,11.9453125,0.0
p55,16057,0,1.0,11.03125,11.03125,0.0
p56,16057,0,1.0,7.15625,7.15625,0.0
p57,16057,0,1.0,11.875,11.875,0.0
p58,16057,0,1.0,11.40625,11.40625,0.0
p59,16057,0,1.0,4.46875,4.46875,0.0
p60,16057,0,1.0,6.84375,6.84375,0.0
p61,16057,0,1.0,0.6875,0.6875,0.0
p62,16057,0,1.0,3.9375,3.9375,0.0
p63,16057,0,1.0,4.5625,4.5625,0.0
p64,16057,0,1.0,0.125,0.125,0.0
p65,16057,0,1.0,3.8125,3.8125,0.0
p66,16057,0,1.0,6.8125,6.8125,0.0
p67,16057,0,1.0,8.625,8.625,0.0
p68,16057,0,1.0,7.4375,7.4375,0.0
p69,16057,0,1.0,6.375,6.375,0.0
p70,16057,0,1.0,4.1875,4.1875,0.0
p71,16057,0,1.0,1.4375,1.4375,0.0
p72,16057,0,1.0,1.75,1.75,0.0
p73,16057,0,1.0,1.8125,1.8125,0.0
p74,16057,0,1.0,-0.0625,-0.0625,0.0
p75,16057,0,1.0,3.8125,3.8125,0.0
p76,16057,0,1.0,2.6875,2.6875,0.0
p77,16057,0,1.0,3.875,3.875,0.0
p78,16057,0,1.0,2.8125,2.8125,0.0
p79,16057,0,1.0,2.0,2.0,0.0
p80,16057,0,1.0,3.59375,3.59375,0.0
p81,16057,0,1.0,6.625,6.625,0.0
p82,16057,0,1.0,2.125,2.125,0.0
p83,16057,0,1.0,5.3125,5.3125,0.0
p84,16057,0,1.0,8.6875,8.6875,0.0
p85,16057,0,1.0,6.3125,6.3125,0.0
p86,16057,0,1.0,5.5625,5.5625,0.0
p87,16057,0,1.0,6.1875,6.1875,0.0
p88,16057,0,1.0,2.71875,2.71875,0.0
p89,16057,0,1.0,8.3125,8.3125,0.0
p90,16057,0,1.0,4.96875,4.96875,0.0
p91,16057,0,1.0,5.75,5.75,0.0
p92,16057,0,1.0,2.0625,2.0625,0.0
p93,16057,0,1.0,4.375,4.375,0.0
p94,16057,0,1.0,4.5,4.5,0.0
p95,16057,0,1.0,5.125,5.125,0.0
p96,16057,0,1.0,9.5,9.5,0.0
p97,16057,0,1.0,5.8125,5.8125,0.0
p98,16057,0,1.0,6.0,6.0,0.0
p99,16057,0,1.0,6.875,6.875,0.0
p100,16057,0,1.0,2.375,2.375,0.0
p101,16057,0,1.0,-0.5625,-0.5625,0.0
p102,16057,0,1.0,0.5625,0.5625,0.0
p103,16057,0,1.0,2.5,2.5,0.0
p104,16057,0,1.0,-2.0625,-2.0625,0.0
p105,16057,0,1.0,-2.0,-2.0,0.0
p106,16057,0,1.0,2.75,2.75,0.0
p107,16057,0,1.0,-2.3125,-2.3125,0.0
p108,16057,0,1.0,5.4375,5.4375,0.0
p109,16057,0,1.0,-1.3125,-1.3125,0.0
p110,16057,0,1.0,3.9375,3.9375,0.0
p111,16057,0,1.0,1.1875,1.1875,0.0
p112,16057,0,1.0,-0.8125,-0.8125,0.0
p113,16057,0,1.0,3.3125,3.3125,0.0
p114,16057,0,1.0,2.0,2.0,0.0
p115,16057,0,1.0,3.5625,3.5625,0.0
p116,16057,0,1.0,7.3125,7.3125,0.0
p117,16057,0,1.0,7.1875,7.1875,0.0
p118,16057,0,1.0,3.5625,3.5625,0.0
p119,16057,0,1.0,3.40625,3.40625,0.0
p120,16057,0,1.0,6.28125,6.28125,0.0
p121,16057,0,1.0,2.0625,2.0625,0.0
p122,16057,0,1.0,4.25,4.25,0.0
p123,16057,0,1.0,5.0625,5.0625,0.0
p124,16057,0,1.0,0.1875,0.1875,0.0
p125,16057,0,1.0,7.375,7.375,0.0
p126,16057,0,1.0,4.8125,4.8125,0.0
p127,16057,0,1.0,7.75,7.75,0.0
p128,16057,0,1.0,6.4375,6.4375,0.0
p129,16057,0,1.0,6.4375,6.4375,0.0
p130,16057,0,1.0,2.1875,2.1875,0.0
p131,16057,0,1.0,2.5625,2.5625,0.0
p132,16057,0,1.0,2.625,2.625,0.0
p133,16057,0,1.0,0.0,0.0,0.0
p134,16057,0,1.0,3.0625,3.0625,0.0
p135,16057,0,1.0,4.6875,4.6875,0.0
p136,16057,0,1.0,4.25,4.25,0.0
p137,16057,0,1.0,2.75,2.75,0.0
p138,16057,0,1.0,6.9375,6.9375,0.0
p139,16057,0,1.0,3.4375,3.4375,0.0
p140,16057,0,1.0,0.0,0.0,0.0
p141,16057,0,1.0,0.3125,0.3125,0.0
p142,16057,0,1.0,2.0,2.0,0.0
p143,16057,0,1.0,3.3125,3.3125,0.0
p144,16057,0,1.0,2.8125,2.8125,0.0
p145,16057,0,1.0,2.3125,2.3125,0.0
p146,16057,0,1.0,1.9375,1.9375,0.0
p147,16057,0,1.0,1.75,1.75,0.0
p148,16057,0,1.0,3.5625,3.5625,0.0
p149,16057,0,1.0,2.125,2.125,0.0
p150,16057,0,1.0,1.9375,1.9375,0.0
p151,16057,0,1.0,-0.453125,-0.453125,0.0
p152,16057,0,1.0,-0.28125,-0.28125,0.0
p153,16057,0,1.0,0.8125,0.8125,0.0
p154,16057,0,1.0,0.1875,0.1875,0.0
p155,16057,0,1.0,1.515625,1.515625,0.0
p156,16057,0,1.0,3.625,3.625,0.0
p157,16057,0,1.0,2.03125,2.03125,0.0
p158,16057,0,1.0,1.8125,1.8125,0.0
p159,16057,0,1.0,2.71875,2.71875,0.0
p160,16057,0,1.0,3.625,3.625,0.0
p161,16057,0,1.0,3.875,3.875,0.0
p162,16057,0,1.0,0.75,0.75,0.0
p163,16057,0,1.0,-1.375,-1.375,0.0
p164,16057,0,1.0,-2.625,-2.625,0.0
p165,16057,0,1.0,-1.6875,-1.6875,0.0
p166,16057,0,1.0,4.6875,4.6875,0.0
p167,16057,0,1.0,1.375,1.375,0.0
p168,16057,0,1.0,3.25,3.25,0.0
p169,16057,0,1.0,1.4375,1.4375,0.0
p170,16057,0,1.0,5.375,5.375,0.0
p171,16057,0,1.0,4.53125,4.53125,0.0
p172,16057,0,1.0,0.9375,0.9375,0.0
p173,16057,0,1.0,2.75,2.75,0.0
p174,16057,0,1.0,3.5625,3.5625,0.0
p175,16057,0,1.0,3.5,3.5,0.0
p176,16057,0,1.0,5.5,5.5,0.0
p177,16057,0,1.0,3.9375,3.9375,0.0
p178,16057,0,1.0,2.4375,2.4375,0.0
p179,16057,0,1.0,4.0,4.0,0.0
p180,16057,0,1.0,3.0,3.0,0.0
p181,16057,0,1.0,-0.1875,-0.1875,0.0
p182,16057,0,1.0,-0.3125,-0.3125,0.0
p183,16057,0,1.0,-2.375,-2.375,0.0
p184,16057,0,1.0,0.0625,0.0625,0.0
p185,16057,0,1.0,-1.625,-1.625,0.0
p186,16057,0,1.0,-0.0625,-0.0625,0.0
p187,16057,0,1.0,-3.4375,-3.4375,0.0
p188,16057,0,1.0,0.5,0.5,0.0
p189,16057,0,1.0,1.75,1.75,0.0
p190,16057,0,1.0,1.6875,1.6875,0.0
p191,16057,0,1.0,5.125,5.125,0.0
p192,16057,0,1.0,2.75,2.75,0.0
p193,16057,0,1.0,10.875,10.875,0.0
p194,16057,0,1.0,2.875,2.875,0.0
p195,16057,0,1.0,6.6875,6.6875,0.0
p196,16057,0,1.0,2.75,2.75,0.0
p197,16057,0,1.0,8.8125,8.8125,0.0
p198,16057,0,1.0,6.125,6.125,0.0
p199,16057,0,1.0,10.5625,10.5625,0.0
p200,16057,0,1.0,3.625,3.625,0.0
p1,16057,0,1.5,6.265625,6.03125,-0.234375
p2,16057,0,1.5,5.5,5.4375,-0.0625
p3,16057,0,1.5,4.84375,4.4375,-0.40625
p4,16057,0,1.5,7.671875,7.4453125,-0.2265625
p5,16057,0,1.5,5.34375,5.25,-0.09375
p6,16057,0,1.5,3.625,3.4375,-0.1875
p7,16057,0,1.5,6.96875,6.875,-0.09375
p8,16057,0,1.5,4.46875,4.5,0.03125
p9,16057,0,1.5,5.5625,5.375,-0.1875
p10,16057,0,1.5,3.625,3.4375,-0.1875
p11,16057,0,1.5,5.5625,5.5,-0.0625
p12,16057,0,1.5,5.75,5.5625,-0.1875
p13,16057,0,1.5,7.125,7.0,-0.125
p14,16057,0,1.5,4.0,4.125,0.125
p15,16057,0,1.5,10.5,10.375,-0.125
p16,16057,0,1.5,9.84375,9.65625,-0.1875
p17,16057,0,1.5,8.4375,8.4375,0.0
p18,16057,0,1.5,7.75,7.6875,-0.0625
p19,16057,0,1.5,7.125,6.875,-0.25
p20,16057,0,1.5,6.875,6.6875,-0.1875
p21,16057,0,1.5,6.75,6.625,-0.125
p22,16057,0,1.5,8.25,8.0,-0.25
p23,16057,0,1.5,6.375,6.1875,-0.1875
p24,16057,0,1.5,5.1875,5.125,-0.0625
p25,16057,0,1.5,11.1875,11.0625,-0.125
p26,16057,0,1.5,7.0,7.0,0.0
p27,16057,0,1.5,9.0625,8.5,-0.5625
p28,16057,0,1.5,5.375,5.375,0.0
p29,16057,0,1.5,7.875,7.5625,-0.3125
p30,16057,0,1.5,4.25,4.125,-0.125
p31,16057,0,1.5,0.28125,0.375,0.09375
p32,16057,0,1.5,0.5625,0.5,-0.0625
p33,16057,0,1.5,2.125,2.125,0.0
p34,16057,0,1.5,3.40625,3.3125,-0.09375
p35,16057,0,1.5,2.25,2.125,-0.125
p36,16057,0,1.5,2.15625,2.0625,-0.09375
p37,16057,0,1.5,1.5625,1.5625,0.0
p38,16057,0,1.5,3.625,3.4375,-0.1875
p39,16057,0,1.5,2.0625,1.90625,-0.15625
p40,16057,0,1.5,1.671875,1.6875,0.015625
p41,16057,0,1.5,5.5,5.4375,-0.0625
p42,16057,0,1.5,9.0,9.0625,0.0625
p43,16057,0,1.5,6.375,6.375,0.0
p44,16057,0,1.5,8.5,8.5,0.0
p45,16057,0,1.5,11.5,11.3125,-0.1875
p46,16057,0,1.5,5.125,5.0,-0.125
p47,16057,0,1.5,9.5,9.375,-0.125
p48,16057,0,1.5,12.125,11.8125,-0.3125
p49,16057,0,1.5,9.9375,10.0625,0.125
p50,16057,0,1.5,7.125,6.9375,-0.1875
p51,16057,0,1.5,4.515625,4.5,-0.015625
p52,16057,0,1.5,7.9375,7.8125,-0.125
p53,16057,0,1.5,11.8125,11.5,-0.3125
p54,16057,0,1.5,11.9453125,12.0,0.0546875
p55,16057,0,1.5,11.03125,10.984375,-0.046875
p56,16057,0,1.5,7.15625,6.9375,-0.21875
p57,16057,0,1.5,11.875,11.6875,-0.1875
p58,16057,0,1.5,11.40625,11.2578125,-0.1484375
p59,16057,0,1.5,4.46875,4.328125,-0.140625
p60,16057,0,1.5,6.84375,6.8125,-0.03125
p61,16057,0,1.5,0.6875,0.6875,0.0
p62,16057,0,1.5,3.9375,4.0,0.0625
p63,16057,0,1.5,4.5625,4.5,-0.0625
p64,16057,0,1.5,0.125,0.25,0.125
p65,16057,0,1.5,3.8125,3.625,-0.1875
p66,16057,0,1.5,6.8125,6.6875,-0.125
p67,16057,0,1.5,8.625,8.4375,-0.1875
p68,16057,0,1.5,7.4375,7.4375,0.0
p69,16057,0,1.5,6.375,6.125,-0.25
p70,16057,0,1.5,4.1875,4.0625,-0.125
p71,16057,0,1.5,1.4375,1.4375,0.0
p72,16057,0,1.5,1.75,1.8125,0.0625
p73,16057,0,1.5,1.8125,1.8125,0.0
p74,16057,0,1.5,-0.0625,0.1875,0.25
p75,16057,0,1.5,3.8125,3.875,0.0625
p76,16057,0,1.5,2.6875,2.6875,0.0
p77,16057,0,1.5,3.875,4.0,0.125
p78,16057,0,1.5,2.8125,3.0,0.1875
p79,16057,0,1.5,2.0,2.0625,0.0625
p80,16057,0,1.5,3.59375,3.46875,-0.125
p81,16057,0,1.5,6.625,6.375,-0.25
p82,16057,0,1.5,2.125,2.0625,-0.0625
p83,16057,0,1.5,5.3125,5.125,-0.1875
p84,16057,0,1.5,8.6875,8.5,-0.1875
p85,16057,0,1.5,6.3125,6.0625,-0.25
p86,16057,0,1.5,5.5625,5.5625,0.0
p87,16057,0,1.5,6.1875,6.0,-0.1875
p88,16057,0,1.5,2.71875,2.71875,0.0
p89,16057,0,1.5,8.3125,8.125,-0.1875
p90,16057,0,1.5,4.96875,4.84375,-0.125
p91,16057,0,1.5,5.75,5.8125,0.0625
p92,16057,0,1.5,2.0625,2.125,0.0625
p93,16057,0,1.5,4.375,4.5,0.125
p94,16057,0,1.5,4.5,4.625,0.125
p95,16057,0,1.5,5.125,4.75,-0.375
p96,16057,0,1.5,9.5,9.46875,-0.03125
p97,16057,0,1.5,5.8125,5.8125,0.0
p98,16057,0,1.5,6.0,6.0,0.0
p99,16057,0,1.5,6.875,6.75,-0.125
p100,16057,0,1.5,2.375,2.4375,0.0625
p101,16057,0,1.5,-0.5625,-0.4375,0.125
p102,16057,0,1.5,0.5625,0.1875,-0.375
p103,16057,0,1.5,2.5,2.5,0.0
p104,16057,0,1.5,-2.0625,-1.9375,0.125
p105,16057,0,1.5,-2.0,-1.875,0.125
p106,16057,0,1.5,2.75,2.5625,-0.1875
p107,16057,0,1.5,-2.3125,-2.1875,0.125
p108,16057,0,1.5,5.4375,5.4375,0.0
p109,16057,0,1.5,-1.3125,-1.125,0.1875
p110,16057,0,1.5,3.9375,3.75,-0.1875
p111,16057,0,1.5,1.1875,0.9375,-0.25
p112,16057,0,1.5,-0.8125,-0.9375,-0.125
p113,16057,0,1.5,3.3125,3.0625,-0.25
p114,16057,0,1.5,2.0,2.0,0.0
p115,16057,0,1.5,3.5625,3.4375,-0.125
p116,16057,0,1.5,7.3125,7.21875,-0.09375
p117,16057,0,1.5,7.1875,7.125,-0.0625
p118,16057,0,1.5,3.5625,3.5,-0.0625
p119,16057,0,1.5,3.40625,3.28125,-0.125
p120,16057,0,1.5,6.28125,6.0625,-0.21875
p121,16057,0,1.5,2.0625,2.0625,0.0
p122,16057,0,1.5,4.25,4.375,0.125
p123,16057,0,1.5,5.0625,5.0625,0.0
p124,16057,0,1.5,0.1875,0.1875,0.0
p125,16057,0,1.5,7.375,7.8125,0.4375
p126,16057,0,1.5,4.8125,4.625,-0.1875
p127,16057,0,1.5,7.75,7.625,-0.125
p128,16057,0,1.5,6.4375,6.625,0.1875
p129,16057,0,1.5,6.4375,6.4375,0.0
p130,16057,0,1.5,2.1875,2.0,-0.1875
p131,16057,0,1.5,2.5625,2.625,0.0625
p132,16057,0,1.5,2.625,2.6875,0.0625
p133,16057,0,1.5,0.0,0.125,0.125
p134,16057,0,1.5,3.0625,3.25,0.1875
p135,16057,0,1.5,4.6875,4.8125,0.125
p136,16057,0,1.5,4.25,4.375,0.125
p137,16057,0,1.5,2.75,2.875,0.125
p138,16057,0,1.5,6.9375,7.1875,0.25
p139,16057,0,1.5,3.4375,3.4375,0.0
p140,16057,0,1.5,0.0,0.0,0.0
p141,16057,0,1.5,0.3125,0.3125,0.0
p142,16057,0,1.5,2.0,1.9375,-0.0625
p143,16057,0,1.5,3.3125,3.25,-0.0625
p144,16057,0,1.5,2.8125,2.84375,0.03125
p145,16057,0,1.5,2.3125,2.4375,0.125
p146,16057,0,1.5,1.9375,2.0,0.0625
p147,16057,0,1.5,1.75,1.5625,-0.1875
p148,16057,0,1.5,3.5625,3.5625,0.0
p149,16057,0,1.5,2.125,2.125,0.0
p150,16057,0,1.5,1.9375,1.8125,-0.125
p151,16057,0,1.5,-0.453125,-0.515625,-0.0625
p152,16057,0,1.5,-0.28125,-0.21875,0.0625
p153,16057,0,1.5,0.8125,0.8125,0.0
p154,16057,0,1.5,0.1875,0.15625,-0.03125
p155,16057,0,1.5,1.515625,1.484375,-0.03125
p156,16057,0,1.5,3.625,3.65625,0.03125
p157,16057,0,1.5,2.03125,1.96875,-0.0625
p158,16057,0,1.5,1.8125,1.6875,-0.125
p159,16057,0,1.5,2.71875,2.59375,-0.125
p160,16057,0,1.5,3.625,3.65625,0.03125
p161,16057,0,1.5,3.875,3.9375,0.0625
p162,16057,0,1.5,0.75,1.0,0.25
p163,16057,0,1.5,-1.375,-1.4375,-0.0625
p164,16057,0,1.5,-2.625,-2.6875,-0.0625
p165,16057,0,1.5,-1.6875,-1.875,-0.1875
p166,16057,0,1.5,4.6875,4.5625,-0.125
p167,16057,0,1.5,1.375,1.3125,-0.0625
p168,16057,0,1.5,3.25,3.5,0.25
p169,16057,0,1.5,1.4375,1.5,0.0625
p170,16057,0,1.5,5.375,5.0,-0.375
p171,16057,0,1.5,4.53125,4.40625,-0.125
p172,16057,0,1.5,0.9375,0.875,-0.0625
p173,16057,0,1.5,2.75,2.5625,-0.1875
p174,16057,0,1.5,3.5625,3.40625,-0.15625
p175,16057,0,1.5,3.5,3.5625,0.0625
p176,16057,0,1.5,5.5,5.59375,0.09375
p177,16057,0,1.5,3.9375,3.75,-0.1875
p178,16057,0,1.5,2.4375,2.5625,0.125
p179,16057,0,1.5,4.0,3.75,-0.25
p180,16057,0,1.5,3.0,2.96875,-0.03125
p181,16057,0,1.5,-0.1875,-0.125,0.0625
p182,16057,0,1.5,-0.3125,-0.3125,0.0
p183,16057,0,1.5,-2.375,-2.3125,0.0625
p184,16057,0,1.5,0.0625,0.125,0.0625
p185,16057,0,1.5,-1.625,-1.625,0.0
p186,16057,0,1.5,-0.0625,0.0625,0.125
p187,16057,0,1.5,-3.4375,-3.375,0.0625
p188,16057,0,1.5,0.5,0.5625,0.0625
p189,16057,0,1.5,1.75,1.8125,0.0625
p190,16057,0,1.5,1.6875,1.6875,0.0
p191,16057,0,1.5,5.125,4.9375,-0.1875
p192,16057,0,1.5,2.75,2.75,0.0
p193,16057,0,1.5,10.875,10.875,0.0
p194,16057,0,1.5,2.875,2.875,0.0
p195,16057,0,1.5,6.6875,6.6875,0.0
p196,16057,0,1.5,2.75,2.5625,-0.1875
p197,16057,0,1.5,8.8125,8.9375,0.125
p198,16057,0,1.5,6.125,6.375,0.25
p199,16057,0,1.5,10.5625,10.5625,0.0
p200,16057,0,1.5,3.625,3.5625,-0.0625
p1,16057,0,2.0,6.265625,5.859375,-0.40625
p2,16057,0,2.0,5.5,5.40625,-0.09375
p3,16057,0,2.0,4.84375,4.125,-0.71875
p4,16057,0,2.0,7.671875,7.34375,-0.328125
p5,16057,0,2.0,5.34375,5.0625,-0.28125
p6,16057,0,2.0,3.625,3.125,-0.5
p7,16057,0,2.0,6.96875,6.78125,-0.1875
p8,16057,0,2.0,4.46875,4.328125,-0.140625
p9,16057,0,2.0,5.5625,5.28125,-0.28125
p10,16057,0,2.0,3.625,3.125,-0.5
p11,16057,0,2.0,5.5625,5.4375,-0.125
p12,16057,0,2.0,5.75,5.375,-0.375
p13,16057,0,2.0,7.125,7.0625,-0.0625
p14,16057,0,2.0,4.0,4.0625,0.0625
p15,16057,0,2.0,10.5,10.3125,-0.1875
p16,16057,0,2.0,9.84375,9.53125,-0.3125
p17,16057,0,2.0,8.4375,8.4375,0.0
p18,16057,0,2.0,7.75,7.6875,-0.0625
p19,16057,0,2.0,7.125,6.75,-0.375
p20,16057,0,2.0,6.875,6.375,-0.5
p21,16057,0,2.0,6.75,6.375,-0.375
p22,16057,0,2.0,8.25,7.875,-0.375
p23,16057,0,2.0,6.375,5.8125,-0.5625
p24,16057,0,2.0,5.1875,5.125,-0.0625
p25,16057,0,2.0,11.1875,10.6875,-0.5
p26,16057,0,2.0,7.0,6.75,-0.25
p27,16057,0,2.0,9.0625,8.25,-0.8125
p28,16057,0,2.0,5.375,5.5,0.125
p29,16057,0,2.0,7.875,7.3125,-0.5625
p30,16057,0,2.0,4.25,3.9375,-0.3125
p31,16057,0,2.0,0.28125,0.5,0.21875
p32,16057,0,2.0,0.5625,0.5625,0.0
p33,16057,0,2.0,2.125,2.1875,0.0625
p34,16057,0,2.0,3.40625,3.34375,-0.0625
p35,16057,0,2.0,2.25,2.125,-0.125
p36,16057,0,2.0,2.15625,2.0,-0.15625
p37,16057,0,2.0,1.5625,1.3125,-0.25
p38,16057,0,2.0,3.625,3.390625,-0.234375
p39,16057,0,2.0,2.0625,1.96875,-0.09375
p40,16057,0,2.0,1.671875,1.5625,-0.109375
p41,16057,0,2.0,5.5,5.375,-0.125
p42,16057,0,2.0,9.0,8.75,-0.25
p43,16057,0,2.0,6.375,6.4375,0.0625
p44,16057,0,2.0,8.5,8.4375,-0.0625
p45,16057,0,2.0,11.5,11.25,-0.25
p46,16057,0,2.0,5.125,4.9375,-0.1875
p47,16057,0,2.0,9.5,9.375,-0.125
p48,16057,0,2.0,12.125,11.5625,-0.5625
p49,16057,0,2.0,9.9375,9.9375,0.0
p50,16057,0,2.0,7.125,6.75,-0.375
p51,16057,0,2.0,4.515625,4.453125,-0.0625
p52,16057,0,2.0,7.9375,7.65625,-0.28125
p53,16057,0,2.0,11.8125,11.34375,-0.46875
p54,16057,0,2.0,11.9453125,11.8984375,-0.046875
p55,16057,0,2.0,11.03125,10.953125,-0.078125
p56,16057,0,2.0,7.15625,6.75,-0.40625
p57,16057,0,2.0,11.875,11.375,-0.5
p58,16057,0,2.0,11.40625,11.234375,-0.171875
p59,16057,0,2.0,4.46875,4.390625,-0.078125
p60,16057,0,2.0,6.84375,6.75,-0.09375
p61,16057,0,2.0,0.6875,0.6875,0.0
p62,16057,0,2.0,3.9375,3.8125,-0.125
p63,16057,0,2.0,4.5625,4.375,-0.1875
p64,16057,0,2.0,0.125,0.3125,0.1875
p65,16057,0,2.0,3.8125,3.5625,-0.25
p66,16057,0,2.0,6.8125,6.5625,-0.25
p67,16057,0,2.0,8.625,8.3125,-0.3125
p68,16057,0,2.0,7.4375,7.3125,-0.125
p69,16057,0,2.0,6.375,6.0,-0.375
p70,16057,0,2.0,4.1875,3.9375,-0.25
p71,16057,0,2.0,1.4375,1.5625,0.125
p72,16057,0,2.0,1.75,1.875,0.125
p73,16057,0,2.0,1.8125,1.9375,0.125
p74,16057,0,2.0,-0.0625,0.5,0.5625
p75,16057,0,2.0,3.8125,3.9375,0.125
p76,16057,0,2.0,2.6875,2.6875,0.0
p77,16057,0,2.0,3.875,4.0625,0.1875
p78,16057,0,2.0,2.8125,3.0,0.1875
p79,16057,0,2.0,2.0,2.1875,0.1875
p80,16057,0,2.0,3.59375,3.4375,-0.15625
p81,16057,0,2.0,6.625,6.28125,-0.34375
p82,16057,0,2.0,2.125,2.125,0.0
p83,16057,0,2.0,5.3125,4.875,-0.4375
p84,16057,0,2.0,8.6875,8.28125,-0.40625
p85,16057,0,2.0,6.3125,5.9375,-0.375
p86,16057,0,2.0,5.5625,5.3125,-0.25
