pair_id,feature,is_target,alpha,base_contrast,contrast,delta_contrast
p1,16242,1,0.0,6.265625,6.28125,0.015625
p2,16242,1,0.0,5.5,5.46875,-0.03125
p3,16242,1,0.0,4.84375,4.625,-0.21875
p4,16242,1,0.0,7.671875,7.71875,0.046875
p5,16242,1,0.0,5.34375,5.4375,0.09375
p6,16242,1,0.0,3.625,3.9375,0.3125
p7,16242,1,0.0,6.96875,7.0625,0.09375
p8,16242,1,0.0,4.46875,4.71875,0.25
p9,16242,1,0.0,5.5625,5.75,0.1875
p10,16242,1,0.0,3.625,3.9375,0.3125
p11,16242,1,0.0,5.5625,6.25,0.6875
p12,16242,1,0.0,5.75,5.75,0.0
p13,16242,1,0.0,7.125,7.3125,0.1875
p14,16242,1,0.0,4.0,4.25,0.25
p15,16242,1,0.0,10.5,10.8125,0.3125
p16,16242,1,0.0,9.84375,10.09375,0.25
p17,16242,1,0.0,8.4375,8.5625,0.125
p18,16242,1,0.0,7.75,8.0,0.25
p19,16242,1,0.0,7.125,7.25,0.125
p20,16242,1,0.0,6.875,7.0625,0.1875
p21,16242,1,0.0,6.75,6.875,0.125
p22,16242,1,0.0,8.25,8.25,0.0
p23,16242,1,0.0,6.375,6.6875,0.3125
p24,16242,1,0.0,5.1875,5.5,0.3125
p25,16242,1,0.0,11.1875,11.8125,0.625
p26,16242,1,0.0,7.0,6.625,-0.375
p27,16242,1,0.0,9.0625,9.25,0.1875
p28,16242,1,0.0,5.375,5.625,0.25
p29,16242,1,0.0,7.875,8.3125,0.4375
p30,16242,1,0.0,4.25,3.5625,-0.6875
p31,16242,1,0.0,0.28125,0.03125,-0.25
p32,16242,1,0.0,0.5625,0.375,-0.1875
p33,16242,1,0.0,2.125,1.0625,-1.0625
p34,16242,1,0.0,3.40625,3.53125,0.125
p35,16242,1,0.0,2.25,1.3125,-0.9375
p36,16242,1,0.0,2.15625,1.84375,-0.3125
p37,16242,1,0.0,1.5625,0.0,-1.5625
p38,16242,1,0.0,3.625,3.421875,-0.203125
p39,16242,1,0.0,2.0625,1.59375,-0.46875
p40,16242,1,0.0,1.671875,2.109375,0.4375
p41,16242,1,0.0,5.5,6.125,0.625
p42,16242,1,0.0,9.0,9.6875,0.6875
p43,16242,1,0.0,6.375,7.1875,0.8125
p44,16242,1,0.0,8.5,8.4375,-0.0625
p45,16242,1,0.0,11.5,11.96875,0.46875
p46,16242,1,0.0,5.125,5.5625,0.4375
p47,16242,1,0.0,9.5,10.4375,0.9375
p48,16242,1,0.0,12.125,12.4375,0.3125
p49,16242,1,0.0,9.9375,10.5625,0.625
p50,16242,1,0.0,7.125,6.75,-0.375
p51,16242,1,0.0,4.515625,5.359375,0.84375
p52,16242,1,0.0,7.9375,8.15625,0.21875
p53,16242,1,0.0,11.8125,12.75,0.9375
p54,16242,1,0.0,11.9453125,12.265625,0.3203125
p55,16242,1,0.0,11.03125,11.15625,0.125
p56,16242,1,0.0,7.15625,7.84375,0.6875
p57,16242,1,0.0,11.875,12.09375,0.21875
p58,16242,1,0.0,11.40625,11.8125,0.40625
p59,16242,1,0.0,4.46875,4.546875,0.078125
p60,16242,1,0.0,6.84375,7.53125,0.6875
p61,16242,1,0.0,0.6875,0.5,-0.1875
p62,16242,1,0.0,3.9375,4.0,0.0625
p63,16242,1,0.0,4.5625,4.25,-0.3125
p64,16242,1,0.0,0.125,0.0,-0.125
p65,16242,1,0.0,3.8125,3.75,-0.0625
p66,16242,1,0.0,6.8125,6.375,-0.4375
p67,16242,1,0.0,8.625,8.375,-0.25
p68,16242,1,0.0,7.4375,7.3125,-0.125
p69,16242,1,0.0,6.375,6.6875,0.3125
p70,16242,1,0.0,4.1875,3.9375,-0.25
p71,16242,1,0.0,1.4375,0.1875,-1.25
p72,16242,1,0.0,1.75,1.5625,-0.1875
p73,16242,1,0.0,1.8125,0.9375,-0.875
p74,16242,1,0.0,-0.0625,-0.8125,-0.75
p75,16242,1,0.0,3.8125,3.5625,-0.25
p76,16242,1,0.0,2.6875,3.28125,0.59375
p77,16242,1,0.0,3.875,3.5625,-0.3125
p78,16242,1,0.0,2.8125,2.75,-0.0625
p79,16242,1,0.0,2.0,1.75,-0.25
p80,16242,1,0.0,3.59375,3.8125,0.21875
p81,16242,1,0.0,6.625,6.65625,0.03125
p82,16242,1,0.0,2.125,2.375,0.25
p83,16242,1,0.0,5.3125,5.0625,-0.25
p84,16242,1,0.0,8.6875,9.0,0.3125
p85,16242,1,0.0,6.3125,6.1875,-0.125
p86,16242,1,0.0,5.5625,5.6875,0.125
p87,16242,1,0.0,6.1875,6.0,-0.1875
p88,16242,1,0.0,2.71875,2.4375,-0.28125
p89,16242,1,0.0,8.3125,8.25,-0.0625
p90,16242,1,0.0,4.96875,5.125,0.15625
p91,16242,1,0.0,5.75,6.0625,0.3125
p92,16242,1,0.0,2.0625,2.1875,0.125
p93,16242,1,0.0,4.375,4.5,0.125
p94,16242,1,0.0,4.5,4.625,0.125
p95,16242,1,0.0,5.125,5.1875,0.0625
p96,16242,1,0.0,9.5,9.625,0.125
p97,16242,1,0.0,5.8125,6.0,0.1875
p98,16242,1,0.0,6.0,6.25,0.25
p99,16242,1,0.0,6.875,7.0,0.125
p100,16242,1,0.0,2.375,2.5,0.125
p101,16242,1,0.0,-0.5625,-0.5625,0.0
p102,16242,1,0.0,0.5625,-0.8125,-1.375
p103,16242,1,0.0,2.5,1.75,-0.75
p104,16242,1,0.0,-2.0625,-1.625,0.4375
p105,16242,1,0.0,-2.0,-3.375,-1.375
p106,16242,1,0.0,2.75,1.5,-1.25
p107,16242,1,0.0,-2.3125,-3.0,-0.6875
p108,16242,1,0.0,5.4375,4.75,-0.6875
p109,16242,1,0.0,-1.3125,-2.5,-1.1875
p110,16242,1,0.0,3.9375,3.375,-0.5625
p111,16242,1,0.0,1.1875,1.0625,-0.125
p112,16242,1,0.0,-0.8125,-0.9375,-0.125
p113,16242,1,0.0,3.3125,3.0,-0.3125
p114,16242,1,0.0,2.0,2.09375,0.09375
p115,16242,1,0.0,3.5625,3.6875,0.125
p116,16242,1,0.0,7.3125,7.3125,0.0
p117,16242,1,0.0,7.1875,7.375,0.1875
p118,16242,1,0.0,3.5625,3.6875,0.125
p119,16242,1,0.0,3.40625,3.5,0.09375
p120,16242,1,0.0,6.28125,6.46875,0.1875
p121,16242,1,0.0,2.0625,2.125,0.0625
p122,16242,1,0.0,4.25,4.75,0.5
p123,16242,1,0.0,5.0625,5.125,0.0625
p124,16242,1,0.0,0.1875,0.3125,0.125
p125,16242,1,0.0,7.375,7.5,0.125
p126,16242,1,0.0,4.8125,4.375,-0.4375
p127,16242,1,0.0,7.75,7.6875,-0.0625
p128,16242,1,0.0,6.4375,6.375,-0.0625
p129,16242,1,0.0,6.4375,6.625,0.1875
p130,16242,1,0.0,2.1875,1.9375,-0.25
p131,16242,1,0.0,2.5625,3.125,0.5625
p132,16242,1,0.0,2.625,2.75,0.125
p133,16242,1,0.0,0.0,0.125,0.125
p134,16242,1,0.0,3.0625,3.5625,0.5
p135,16242,1,0.0,4.6875,4.6875,0.0
p136,16242,1,0.0,4.25,4.1875,-0.0625
p137,16242,1,0.0,2.75,2.875,0.125
p138,16242,1,0.0,6.9375,7.1875,0.25
p139,16242,1,0.0,3.4375,3.5,0.0625
p140,16242,1,0.0,0.0,-0.0625,-0.0625
p141,16242,1,0.0,0.3125,0.75,0.4375
p142,16242,1,0.0,2.0,2.1875,0.1875
p143,16242,1,0.0,3.3125,3.1875,-0.125
p144,16242,1,0.0,2.8125,3.0625,0.25
p145,16242,1,0.0,2.3125,2.625,0.3125
p146,16242,1,0.0,1.9375,1.9375,0.0
p147,16242,1,0.0,1.75,1.875,0.125
p148,16242,1,0.0,3.5625,3.5625,0.0
p149,16242,1,0.0,2.125,2.125,0.0
p150,16242,1,0.0,1.9375,1.8125,-0.125
p151,16242,1,0.0,-0.453125,-0.40625,0.046875
p152,16242,1,0.0,-0.28125,-0.09375,0.1875
p153,16242,1,0.0,0.8125,0.1875,-0.625
p154,16242,1,0.0,0.1875,0.40625,0.21875
p155,16242,1,0.0,1.515625,1.5625,0.046875
p156,16242,1,0.0,3.625,3.25,-0.375
p157,16242,1,0.0,2.03125,2.03125,0.0
p158,16242,1,0.0,1.8125,2.09375,0.28125
p159,16242,1,0.0,2.71875,2.59375,-0.125
p160,16242,1,0.0,3.625,3.25,-0.375
p161,16242,1,0.0,3.875,4.625,0.75
p162,16242,1,0.0,0.75,0.875,0.125
p163,16242,1,0.0,-1.375,-1.4375,-0.0625
p164,16242,1,0.0,-2.625,-2.4375,0.1875
p165,16242,1,0.0,-1.6875,-2.375,-0.6875
p166,16242,1,0.0,4.6875,3.1875,-1.5
p167,16242,1,0.0,1.375,1.9375,0.5625
p168,16242,1,0.0,3.25,2.5,-0.75
p169,16242,1,0.0,1.4375,1.0,-0.4375
p170,16242,1,0.0,5.375,3.75,-1.625
p171,16242,1,0.0,4.53125,4.6875,0.15625
p172,16242,1,0.0,0.9375,0.4375,-0.5
p173,16242,1,0.0,2.75,1.5625,-1.1875
p174,16242,1,0.0,3.5625,3.78125,0.21875
p175,16242,1,0.0,3.5,2.625,-0.875
p176,16242,1,0.0,5.5,5.40625,-0.09375
p177,16242,1,0.0,3.9375,2.8125,-1.125
p178,16242,1,0.0,2.4375,2.46875,0.03125
p179,16242,1,0.0,4.0,3.625,-0.375
p180,16242,1,0.0,3.0,3.6875,0.6875
p181,16242,1,0.0,-0.1875,-0.5,-0.3125
p182,16242,1,0.0,-0.3125,-0.4375,-0.125
p183,16242,1,0.0,-2.375,-2.625,-0.25
p184,16242,1,0.0,0.0625,-0.0625,-0.125
p185,16242,1,0.0,-1.625,-1.75,-0.125
p186,16242,1,0.0,-0.0625,0.0,0.0625
p187,16242,1,0.0,-3.4375,-3.4375,0.0
p188,16242,1,0.0,0.5,0.5625,0.0625
p189,16242,1,0.0,1.75,1.6875,-0.0625
p190,16242,1,0.0,1.6875,1.6875,0.0
p191,16242,1,0.0,5.125,5.0625,-0.0625
p192,16242,1,0.0,2.75,2.75,0.0
p193,16242,1,0.0,10.875,11.125,0.25
p194,16242,1,0.0,2.875,2.8125,-0.0625
p195,16242,1,0.0,6.6875,6.875,0.1875
p196,16242,1,0.0,2.75,2.6875,-0.0625
p197,16242,1,0.0,8.8125,8.9375,0.125
p198,16242,1,0.0,6.125,6.25,0.125
p199,16242,1,0.0,10.5625,10.625,0.0625
p200,16242,1,0.0,3.625,3.25,-0.375
p1,16242,1,0.5,6.265625,6.265625,0.0
p2,16242,1,0.5,5.5,5.40625,-0.09375
p3,16242,1,0.5,4.84375,4.75,-0.09375
p4,16242,1,0.5,7.671875,7.671875,0.0
p5,16242,1,0.5,5.34375,5.46875,0.125
p6,16242,1,0.5,3.625,3.8125,0.1875
p7,16242,1,0.5,6.96875,6.96875,0.0
p8,16242,1,0.5,4.46875,4.59375,0.125
p9,16242,1,0.5,5.5625,5.65625,0.09375
p10,16242,1,0.5,3.625,3.8125,0.1875
p11,16242,1,0.5,5.5625,5.9375,0.375
p12,16242,1,0.5,5.75,5.75,0.0
p13,16242,1,0.5,7.125,7.1875,0.0625
p14,16242,1,0.5,4.0,4.0625,0.0625
p15,16242,1,0.5,10.5,10.625,0.125
p16,16242,1,0.5,9.84375,9.96875,0.125
p17,16242,1,0.5,8.4375,8.5625,0.125
p18,16242,1,0.5,7.75,8.0,0.25
p19,16242,1,0.5,7.125,7.25,0.125
p20,16242,1,0.5,6.875,7.0,0.125
p21,16242,1,0.5,6.75,6.875,0.125
p22,16242,1,0.5,8.25,8.25,0.0
p23,16242,1,0.5,6.375,6.75,0.375
p24,16242,1,0.5,5.1875,5.4375,0.25
p25,16242,1,0.5,11.1875,11.4375,0.25
p26,16242,1,0.5,7.0,6.875,-0.125
p27,16242,1,0.5,9.0625,9.25,0.1875
p28,16242,1,0.5,5.375,5.625,0.25
p29,16242,1,0.5,7.875,8.125,0.25
p30,16242,1,0.5,4.25,3.875,-0.375
p31,16242,1,0.5,0.28125,0.28125,0.0
p32,16242,1,0.5,0.5625,0.6875,0.125
p33,16242,1,0.5,2.125,1.625,-0.5
p34,16242,1,0.5,3.40625,3.4375,0.03125
p35,16242,1,0.5,2.25,2.0,-0.25
p36,16242,1,0.5,2.15625,2.03125,-0.125
p37,16242,1,0.5,1.5625,1.0,-0.5625
p38,16242,1,0.5,3.625,3.5,-0.125
p39,16242,1,0.5,2.0625,1.78125,-0.28125
p40,16242,1,0.5,1.671875,1.984375,0.3125
p41,16242,1,0.5,5.5,5.8125,0.3125
p42,16242,1,0.5,9.0,9.3125,0.3125
p43,16242,1,0.5,6.375,6.8125,0.4375
p44,16242,1,0.5,8.5,8.5625,0.0625
p45,16242,1,0.5,11.5,11.875,0.375
p46,16242,1,0.5,5.125,5.25,0.125
p47,16242,1,0.5,9.5,10.1875,0.6875
p48,16242,1,0.5,12.125,12.25,0.125
p49,16242,1,0.5,9.9375,10.25,0.3125
p50,16242,1,0.5,7.125,7.1875,0.0625
p51,16242,1,0.5,4.515625,4.9375,0.421875
p52,16242,1,0.5,7.9375,8.0625,0.125
p53,16242,1,0.5,11.8125,12.34375,0.53125
p54,16242,1,0.5,11.9453125,12.109375,0.1640625
p55,16242,1,0.5,11.03125,11.171875,0.140625
p56,16242,1,0.5,7.15625,7.53125,0.375
p57,16242,1,0.5,11.875,12.15625,0.28125
p58,16242,1,0.5,11.40625,11.609375,0.203125
p59,16242,1,0.5,4.46875,4.625,0.15625
p60,16242,1,0.5,6.84375,7.34375,0.5
p61,16242,1,0.5,0.6875,0.75,0.0625
p62,16242,1,0.5,3.9375,3.9375,0.0
p63,16242,1,0.5,4.5625,4.5625,0.0
p64,16242,1,0.5,0.125,0.375,0.25
p65,16242,1,0.5,3.8125,3.875,0.0625
p66,16242,1,0.5,6.8125,6.75,-0.0625
p67,16242,1,0.5,8.625,8.625,0.0
p68,16242,1,0.5,7.4375,7.4375,0.0
p69,16242,1,0.5,6.375,6.5,0.125
p70,16242,1,0.5,4.1875,4.3125,0.125
p71,16242,1,0.5,1.4375,1.0,-0.4375
p72,16242,1,0.5,1.75,1.625,-0.125
p73,16242,1,0.5,1.8125,1.625,-0.1875
p74,16242,1,0.5,-0.0625,-0.1875,-0.125
p75,16242,1,0.5,3.8125,3.75,-0.0625
p76,16242,1,0.5,2.6875,3.09375,0.40625
p77,16242,1,0.5,3.875,3.9375,0.0625
p78,16242,1,0.5,2.8125,2.875,0.0625
p79,16242,1,0.5,2.0,1.8125,-0.1875
p80,16242,1,0.5,3.59375,3.75,0.15625
p81,16242,1,0.5,6.625,6.65625,0.03125
p82,16242,1,0.5,2.125,2.3125,0.1875
p83,16242,1,0.5,5.3125,5.25,-0.0625
p84,16242,1,0.5,8.6875,8.90625,0.21875
p85,16242,1,0.5,6.3125,6.25,-0.0625
p86,16242,1,0.5,5.5625,5.625,0.0625
p87,16242,1,0.5,6.1875,6.1875,0.0
p88,16242,1,0.5,2.71875,2.65625,-0.0625
p89,16242,1,0.5,8.3125,8.34375,0.03125
p90,16242,1,0.5,4.96875,5.09375,0.125
p91,16242,1,0.5,5.75,5.875,0.125
p92,16242,1,0.5,2.0625,2.1875,0.125
p93,16242,1,0.5,4.375,4.375,0.0
p94,16242,1,0.5,4.5,4.625,0.125
p95,16242,1,0.5,5.125,5.125,0.0
p96,16242,1,0.5,9.5,9.75,0.25
p97,16242,1,0.5,5.8125,6.0625,0.25
p98,16242,1,0.5,6.0,6.125,0.125
p99,16242,1,0.5,6.875,6.9375,0.0625
p100,16242,1,0.5,2.375,2.375,0.0
p101,16242,1,0.5,-0.5625,-0.5,0.0625
p102,16242,1,0.5,0.5625,-0.125,-0.6875
p103,16242,1,0.5,2.5,2.25,-0.25
p104,16242,1,0.5,-2.0625,-1.8125,0.25
p105,16242,1,0.5,-2.0,-2.75,-0.75
p106,16242,1,0.5,2.75,2.1875,-0.5625
p107,16242,1,0.5,-2.3125,-2.4375,-0.125
p108,16242,1,0.5,5.4375,5.375,-0.0625
p109,16242,1,0.5,-1.3125,-1.6875,-0.375
p110,16242,1,0.5,3.9375,3.75,-0.1875
p111,16242,1,0.5,1.1875,1.125,-0.0625
p112,16242,1,0.5,-0.8125,-0.875,-0.0625
p113,16242,1,0.5,3.3125,3.1875,-0.125
p114,16242,1,0.5,2.0,1.96875,-0.03125
p115,16242,1,0.5,3.5625,3.625,0.0625
p116,16242,1,0.5,7.3125,7.3125,0.0
p117,16242,1,0.5,7.1875,7.4375,0.25
p118,16242,1,0.5,3.5625,3.5625,0.0
p119,16242,1,0.5,3.40625,3.40625,0.0
p120,16242,1,0.5,6.28125,6.34375,0.0625
p121,16242,1,0.5,2.0625,2.1875,0.125
p122,16242,1,0.5,4.25,4.625,0.375
p123,16242,1,0.5,5.0625,5.0625,0.0
p124,16242,1,0.5,0.1875,0.5,0.3125
p125,16242,1,0.5,7.375,7.375,0.0
p126,16242,1,0.5,4.8125,4.75,-0.0625
p127,16242,1,0.5,7.75,7.8125,0.0625
p128,16242,1,0.5,6.4375,6.5,0.0625
p129,16242,1,0.5,6.4375,6.5625,0.125
p130,16242,1,0.5,2.1875,2.0625,-0.125
p131,16242,1,0.5,2.5625,2.8125,0.25
p132,16242,1,0.5,2.625,2.75,0.125
p133,16242,1,0.5,0.0,0.0625,0.0625
p134,16242,1,0.5,3.0625,3.5,0.4375
p135,16242,1,0.5,4.6875,4.6875,0.0
p136,16242,1,0.5,4.25,4.3125,0.0625
p137,16242,1,0.5,2.75,2.75,0.0
p138,16242,1,0.5,6.9375,6.9375,0.0
p139,16242,1,0.5,3.4375,3.4375,0.0
p140,16242,1,0.5,0.0,-0.0625,-0.0625
p141,16242,1,0.5,0.3125,0.5625,0.25
p142,16242,1,0.5,2.0,2.0625,0.0625
p143,16242,1,0.5,3.3125,3.3125,0.0
p144,16242,1,0.5,2.8125,2.96875,0.15625
p145,16242,1,0.5,2.3125,2.625,0.3125
p146,16242,1,0.5,1.9375,1.9375,0.0
p147,16242,1,0.5,1.75,1.8125,0.0625
p148,16242,1,0.5,3.5625,3.5625,0.0
p149,16242,1,0.5,2.125,2.125,0.0
p150,16242,1,0.5,1.9375,1.9375,0.0
p151,16242,1,0.5,-0.453125,-0.40625,0.046875
p152,16242,1,0.5,-0.28125,-0.1875,0.09375
p153,16242,1,0.5,0.8125,0.5625,-0.25
p154,16242,1,0.5,0.1875,0.296875,0.109375
p155,16242,1,0.5,1.515625,1.5,-0.015625
p156,16242,1,0.5,3.625,3.59375,-0.03125
p157,16242,1,0.5,2.03125,2.0625,0.03125
p158,16242,1,0.5,1.8125,1.96875,0.15625
p159,16242,1,0.5,2.71875,2.71875,0.0
p160,16242,1,0.5,3.625,3.59375,-0.03125
p161,16242,1,0.5,3.875,4.375,0.5
p162,16242,1,0.5,0.75,1.0,0.25
p163,16242,1,0.5,-1.375,-1.25,0.125
p164,16242,1,0.5,-2.625,-2.375,0.25
p165,16242,1,0.5,-1.6875,-2.125,-0.4375
p166,16242,1,0.5,4.6875,3.9375,-0.75
p167,16242,1,0.5,1.375,1.75,0.375
p168,16242,1,0.5,3.25,3.0,-0.25
p169,16242,1,0.5,1.4375,1.375,-0.0625
p170,16242,1,0.5,5.375,4.5625,-0.8125
p171,16242,1,0.5,4.53125,4.75,0.21875
p172,16242,1,0.5,0.9375,0.6875,-0.25
p173,16242,1,0.5,2.75,2.125,-0.625
p174,16242,1,0.5,3.5625,3.6875,0.125
p175,16242,1,0.5,3.5,3.3125,-0.1875
p176,16242,1,0.5,5.5,5.53125,0.03125
p177,16242,1,0.5,3.9375,3.5,-0.4375
p178,16242,1,0.5,2.4375,2.5625,0.125
p179,16242,1,0.5,4.0,3.875,-0.125
p180,16242,1,0.5,3.0,3.28125,0.28125
p181,16242,1,0.5,-0.1875,-0.25,-0.0625
p182,16242,1,0.5,-0.3125,-0.4375,-0.125
p183,16242,1,0.5,-2.375,-2.5625,-0.1875
p184,16242,1,0.5,0.0625,-0.0625,-0.125
p185,16242,1,0.5,-1.625,-1.625,0.0
p186,16242,1,0.5,-0.0625,-0.125,-0.0625
p187,16242,1,0.5,-3.4375,-3.4375,0.0
p188,16242,1,0.5,0.5,0.5,0.0
p189,16242,1,0.5,1.75,1.75,0.0
p190,16242,1,0.5,1.6875,1.625,-0.0625
p191,16242,1,0.5,5.125,5.125,0.0
p192,16242,1,0.5,2.75,2.75,0.0
p193,16242,1,0.5,10.875,10.875,0.0
p194,16242,1,0.5,2.875,2.8125,-0.0625
p195,16242,1,0.5,6.6875,6.8125,0.125
p196,16242,1,0.5,2.75,2.625,-0.125
p197,16242,1,0.5,8.8125,8.8125,0.0
p198,16242,1,0.5,6.125,6.125,0.0
p199,16242,1,0.5,10.5625,10.625,0.0625
p200,16242,1,0.5,3.625,3.375,-0.25
p1,16242,1,1.0,6.265625,6.265625,0.0
p2,16242,1,1.0,5.5,5.5,0.0
p3,16242,1,1.0,4.84375,4.84375,0.0
p4,16242,1,1.0,7.671875,7.671875,0.0
p5,16242,1,1.0,5.34375,5.34375,0.0
p6,16242,1,1.0,3.625,3.625,0.0
p7,16242,1,1.0,6.96875,6.96875,0.0
p8,16242,1,1.0,4.46875,4.46875,0.0
p9,16242,1,1.0,5.5625,5.5625,0.0
p10,16242,1,1.0,3.625,3.625,0.0
p11,16242,1,1.0,5.5625,5.5625,0.0
p12,16242,1,1.0,5.75,5.75,0.0
p13,16242,1,1.0,7.125,7.125,0.0
p14,16242,1,1.0,4.0,4.0,0.0
p15,16242,1,1.0,10.5,10.5,0.0
p16,16242,1,1.0,9.84375,9.84375,0.0
p17,16242,1,1.0,8.4375,8.4375,0.0
p18,16242,1,1.0,7.75,7.75,0.0
p19,16242,1,1.0,7.125,7.125,0.0
p20,16242,1,1.0,6.875,6.875,0.0
p21,16242,1,1.0,6.75,6.75,0.0
p22,16242,1,1.0,8.25,8.25,0.0
p23,16242,1,1.0,6.375,6.375,0.0
p24,16242,1,1.0,5.1875,5.1875,0.0
p25,16242,1,1.0,11.1875,11.1875,0.0
p26,16242,1,1.0,7.0,7.0,0.0
p27,16242,1,1.0,9.0625,9.0625,0.0
p28,16242,1,1.0,5.375,5.375,0.0
p29,16242,1,1.0,7.875,7.875,0.0
p30,16242,1,1.0,4.25,4.25,0.0
p31,16242,1,1.0,0.28125,0.28125,0.0
p32,16242,1,1.0,0.5625,0.5625,0.0
p33,16242,1,1.0,2.125,2.125,0.0
p34,16242,1,1.0,3.40625,3.40625,0.0
p35,16242,1,1.0,2.25,2.25,0.0
p36,16242,1,1.0,2.15625,2.15625,0.0
p37,16242,1,1.0,1.5625,1.5625,0.0
p38,16242,1,1.0,3.625,3.625,0.0
p39,16242,1,1.0,2.0625,2.0625,0.0
p40,16242,1,1.0,1.671875,1.671875,0.0
p41,16242,1,1.0,5.5,5.5,0.0
p42,16242,1,1.0,9.0,9.0,0.0
p43,16242,1,1.0,6.375,6.375,0.0
p44,16242,1,1.0,8.5,8.5,0.0
p45,16242,1,1.0,11.5,11.5,0.0
p46,16242,1,1.0,5.125,5.125,0.0
p47,16242,1,1.0,9.5,9.5,0.0
p48,16242,1,1.0,12.125,12.125,0.0
p49,16242,1,1.0,9.9375,9.9375,0.0
p50,16242,1,1.0,7.125,7.125,0.0
p51,16242,1,1.0,4.515625,4.515625,0.0
p52,16242,1,1.0,7.9375,7.9375,0.0
p53,16242,1,1.0,11.8125,11.8125,0.0
p54,16242,1,1.0,11.9453125,11.9453125,0.0
p55,16242,1,1.0,11.03125,11.03125,0.0
p56,16242,1,1.0,7.15625,7.15625,0.0
p57,16242,1,1.0,11.875,11.875,0.0
p58,16242,1,1.0,11.40625,11.40625,0.0
p59,16242,1,1.0,4.46875,4.46875,0.0
p60,16242,1,1.0,6.84375,6.84375,0.0
p61,16242,1,1.0,0.6875,0.6875,0.0
p62,16242,1,1.0,3.9375,3.9375,0.0
p63,16242,1,1.0,4.5625,4.5625,0.0
p64,16242,1,1.0,0.125,0.125,0.0
p65,16242,1,1.0,3.8125,3.8125,0.0
p66,16242,1,1.0,6.8125,6.8125,0.0
p67,16242,1,1.0,8.625,8.625,0.0
p68,16242,1,1.0,7.4375,7.4375,0.0
p69,16242,1,1.0,6.375,6.375,0.0
p70,16242,1,1.0,4.1875,4.1875,0.0
p71,16242,1,1.0,1.4375,1.4375,0.0
p72,16242,1,1.0,1.75,1.75,0.0
p73,16242,1,1.0,1.8125,1.8125,0.0
p74,16242,1,1.0,-0.0625,-0.0625,0.0
p75,16242,1,1.0,3.8125,3.8125,0.0
p76,16242,1,1.0,2.6875,2.6875,0.0
p77,16242,1,1.0,3.875,3.875,0.0
p78,16242,1,1.0,2.8125,2.8125,0.0
p79,16242,1,1.0,2.0,2.0,0.0
p80,16242,1,1.0,3.59375,3.59375,0.0
p81,16242,1,1.0,6.625,6.625,0.0
p82,16242,1,1.0,2.125,2.125,0.0
p83,16242,1,1.0,5.3125,5.3125,0.0
p84,16242,1,1.0,8.6875,8.6875,0.0
p85,16242,1,1.0,6.3125,6.3125,0.0
p86,16242,1,1.0,5.5625,5.5625,0.0
p87,16242,1,1.0,6.1875,6.1875,0.0
p88,16242,1,1.0,2.71875,2.71875,0.0
p89,16242,1,1.0,8.3125,8.3125,0.0
p90,16242,1,1.0,4.96875,4.96875,0.0
p91,16242,1,1.0,5.75,5.75,0.0
p92,16242,1,1.0,2.0625,2.0625,0.0
p93,16242,1,1.0,4.375,4.375,0.0
p94,16242,1,1.0,4.5,4.5,0.0
p95,16242,1,1.0,5.125,5.125,0.0
p96,16242,1,1.0,9.5,9.5,0.0
p97,16242,1,1.0,5.8125,5.8125,0.0
p98,16242,1,1.0,6.0,6.0,0.0
p99,16242,1,1.0,6.875,6.875,0.0
p100,16242,1,1.0,2.375,2.375,0.0
p101,16242,1,1.0,-0.5625,-0.5625,0.0
p102,16242,1,1.0,0.5625,0.5625,0.0
p103,16242,1,1.0,2.5,2.5,0.0
p104,16242,1,1.0,-2.0625,-2.0625,0.0
p105,16242,1,1.0,-2.0,-2.0,0.0
p106,16242,1,1.0,2.75,2.75,0.0
p107,16242,1,1.0,-2.3125,-2.3125,0.0
p108,16242,1,1.0,5.4375,5.4375,0.0
p109,16242,1,1.0,-1.3125,-1.3125,0.0
p110,16242,1,1.0,3.9375,3.9375,0.0
p111,16242,1,1.0,1.1875,1.1875,0.0
p112,16242,1,1.0,-0.8125,-0.8125,0.0
p113,16242,1,1.0,3.3125,3.3125,0.0
p114,16242,1,1.0,2.0,2.0,0.0
p115,16242,1,1.0,3.5625,3.5625,0.0
p116,16242,1,1.0,7.3125,7.3125,0.0
p117,16242,1,1.0,7.1875,7.1875,0.0
p118,16242,1,1.0,3.5625,3.5625,0.0
p119,16242,1,1.0,3.40625,3.40625,0.0
p120,16242,1,1.0,6.28125,6.28125,0.0
p121,16242,1,1.0,2.0625,2.0625,0.0
p122,16242,1,1.0,4.25,4.25,0.0
p123,16242,1,1.0,5.0625,5.0625,0.0
p124,16242,1,1.0,0.1875,0.1875,0.0
p125,16242,1,1.0,7.375,7.375,0.0
p126,16242,1,1.0,4.8125,4.8125,0.0
p127,16242,1,1.0,7.75,7.75,0.0
p128,16242,1,1.0,6.4375,6.4375,0.0
p129,16242,1,1.0,6.4375,6.4375,0.0
p130,16242,1,1.0,2.1875,2.1875,0.0
p131,16242,1,1.0,2.5625,2.5625,0.0
p132,16242,1,1.0,2.625,2.625,0.0
p133,16242,1,1.0,0.0,0.0,0.0
p134,16242,1,1.0,3.0625,3.0625,0.0
p135,16242,1,1.0,4.6875,4.6875,0.0
p136,16242,1,1.0,4.25,4.25,0.0
p137,16242,1,1.0,2.75,2.75,0.0
p138,16242,1,1.0,6.9375,6.9375,0.0
