category,pair_id,feature,is_target,alpha,delta_contrast
code,p146,5052,0,0.5,-0.03125
code,p147,5052,0,0.5,-0.03125
code,p148,5052,0,0.5,0.09375
code,p149,5052,0,0.5,-0.015625
code,p150,5052,0,0.5,-0.21875
code,p151,5052,0,0.5,-0.125
code,p152,5052,0,0.5,-0.4375
code,p153,5052,0,0.5,-0.25
code,p154,5052,0,0.5,0.078125
code,p155,5052,0,0.5,-0.03125
code,p156,5052,0,0.5,0.15625
code,p157,5052,0,0.5,-0.3125
code,p158,5052,0,0.5,-0.03125
code,p159,5052,0,0.5,-0.0546875
code,p160,5052,0,0.5,-0.25
code,p161,5052,0,0.5,0.0
code,p162,5052,0,0.5,-0.0625
code,p163,5052,0,0.5,-0.125
code,p164,5052,0,0.5,0.03125
code,p165,5052,0,0.5,-0.03125
code,p166,5052,0,0.5,0.03125
code,p167,5052,0,0.5,-0.0625
code,p168,5052,0,0.5,-0.1875
code,p169,5052,0,0.5,0.0
code,p170,5052,0,0.5,-0.1875
code,p171,5052,0,0.5,0.078125
code,p172,5052,0,0.5,0.046875
code,p173,5052,0,0.5,0.0625
code,p174,5052,0,0.5,-0.09375
code,p175,5052,0,0.5,0.015625
code,p176,5052,0,0.5,-0.078125
code,p177,5052,0,0.5,-0.015625
code,p178,5052,0,0.5,0.078125
code,p179,5052,0,0.5,0.0625
code,p180,5052,0,0.5,0.015625
code,p181,5052,0,0.5,-0.21875
code,p182,5052,0,0.5,-0.125
code,p183,5052,0,0.5,-0.28125
code,p184,5052,0,0.5,-0.0625
code,p185,5052,0,0.5,-0.171875
code,p186,5052,0,0.5,-0.109375
code,p187,5052,0,0.5,-0.265625
code,p188,5052,0,0.5,-0.015625
code,p189,5052,0,0.5,-0.015625
code,p190,5052,0,0.5,0.0
code,p191,5052,0,0.5,0.1875
code,p192,5052,0,0.5,-0.5
code,p193,5052,0,0.5,-0.25
code,p194,5052,0,0.5,0.046875
code,p195,5052,0,0.5,-0.15625
code,p196,5052,0,0.5,-0.21875
code,p197,5052,0,0.5,-0.3125
code,p198,5052,0,0.5,-0.03125
code,p199,5052,0,0.5,0.078125
code,p200,5052,0,0.5,-0.125
code,p1,5052,0,1.0,0.0
code,p2,5052,0,1.0,0.0
code,p3,5052,0,1.0,0.0
code,p4,5052,0,1.0,0.0
code,p5,5052,0,1.0,0.0
code,p6,5052,0,1.0,0.0
code,p7,5052,0,1.0,0.0
code,p8,5052,0,1.0,0.0
code,p9,5052,0,1.0,0.0
code,p10,5052,0,1.0,0.0
code,p11,5052,0,1.0,0.0
code,p12,5052,0,1.0,0.0
code,p13,5052,0,1.0,0.0
code,p14,5052,0,1.0,0.0
code,p15,5052,0,1.0,0.0
code,p16,5052,0,1.0,0.0
code,p17,5052,0,1.0,0.0
code,p18,5052,0,1.0,0.0
code,p19,5052,0,1.0,0.0
code,p20,5052,0,1.0,0.0
code,p21,5052,0,1.0,0.0
code,p22,5052,0,1.0,0.0
code,p23,5052,0,1.0,0.0
code,p24,5052,0,1.0,0.0
code,p25,5052,0,1.0,0.0
code,p26,5052,0,1.0,0.0
code,p27,5052,0,1.0,0.0
code,p28,5052,0,1.0,0.0
code,p29,5052,0,1.0,0.0
code,p30,5052,0,1.0,0.0
code,p31,5052,0,1.0,0.0
code,p32,5052,0,1.0,0.0
code,p33,5052,0,1.0,0.0
code,p34,5052,0,1.0,0.0
code,p35,5052,0,1.0,0.0
code,p36,5052,0,1.0,0.0
code,p37,5052,0,1.0,0.0
code,p38,5052,0,1.0,0.0
code,p39,5052,0,1.0,0.0
code,p40,5052,0,1.0,0.0
code,p41,5052,0,1.0,0.0
code,p42,5052,0,1.0,0.0
code,p43,5052,0,1.0,0.0
code,p44,5052,0,1.0,0.0
code,p45,5052,0,1.0,0.0
code,p46,5052,0,1.0,0.0
code,p47,5052,0,1.0,0.0
code,p48,5052,0,1.0,0.0
code,p49,5052,0,1.0,0.0
code,p50,5052,0,1.0,0.0
code,p51,5052,0,1.0,0.0
code,p52,5052,0,1.0,0.0
code,p53,5052,0,1.0,0.0
code,p54,5052,0,1.0,0.0
code,p55,5052,0,1.0,0.0
code,p56,5052,0,1.0,0.0
code,p57,5052,0,1.0,0.0
code,p58,5052,0,1.0,0.0
code,p59,5052,0,1.0,0.0
code,p60,5052,0,1.0,0.0
code,p61,5052,0,1.0,0.0
code,p62,5052,0,1.0,0.0
code,p63,5052,0,1.0,0.0
code,p64,5052,0,1.0,0.0
code,p65,5052,0,1.0,0.0
code,p66,5052,0,1.0,0.0
code,p67,5052,0,1.0,0.0
code,p68,5052,0,1.0,0.0
code,p69,5052,0,1.0,0.0
code,p70,5052,0,1.0,0.0
code,p71,5052,0,1.0,0.0
code,p72,5052,0,1.0,0.0
code,p73,5052,0,1.0,0.0
code,p74,5052,0,1.0,0.0
code,p75,5052,0,1.0,0.0
code,p76,5052,0,1.0,0.0
code,p77,5052,0,1.0,0.0
code,p78,5052,0,1.0,0.0
code,p79,5052,0,1.0,0.0
code,p80,5052,0,1.0,0.0
code,p81,5052,0,1.0,0.0
code,p82,5052,0,1.0,0.0
code,p83,5052,0,1.0,0.0
code,p84,5052,0,1.0,0.0
code,p85,5052,0,1.0,0.0
code,p86,5052,0,1.0,0.0
code,p87,5052,0,1.0,0.0
code,p88,5052,0,1.0,0.0
code,p89,5052,0,1.0,0.0
code,p90,5052,0,1.0,0.0
code,p91,5052,0,1.0,0.0
code,p92,5052,0,1.0,0.0
code,p93,5052,0,1.0,0.0
code,p94,5052,0,1.0,0.0
code,p95,5052,0,1.0,0.0
code,p96,5052,0,1.0,0.0
code,p97,5052,0,1.0,0.0
code,p98,5052,0,1.0,0.0
code,p99,5052,0,1.0,0.0
code,p100,5052,0,1.0,0.0
code,p101,5052,0,1.0,0.0
code,p102,5052,0,1.0,0.0
code,p103,5052,0,1.0,0.0
code,p104,5052,0,1.0,0.0
code,p105,5052,0,1.0,0.0
code,p106,5052,0,1.0,0.0
code,p107,5052,0,1.0,0.0
code,p108,5052,0,1.0,0.0
code,p109,5052,0,1.0,0.0
code,p110,5052,0,1.0,0.0
code,p111,5052,0,1.0,0.0
code,p112,5052,0,1.0,0.0
code,p113,5052,0,1.0,0.0
code,p114,5052,0,1.0,0.0
code,p115,5052,0,1.0,0.0
code,p116,5052,0,1.0,0.0
code,p117,5052,0,1.0,0.0
code,p118,5052,0,1.0,0.0
code,p119,5052,0,1.0,0.0
code,p120,5052,0,1.0,0.0
code,p121,5052,0,1.0,0.0
code,p122,5052,0,1.0,0.0
code,p123,5052,0,1.0,0.0
code,p124,5052,0,1.0,0.0
code,p125,5052,0,1.0,0.0
code,p126,5052,0,1.0,0.0
code,p127,5052,0,1.0,0.0
code,p128,5052,0,1.0,0.0
code,p129,5052,0,1.0,0.0
code,p130,5052,0,1.0,0.0
code,p131,5052,0,1.0,0.0
code,p132,5052,0,1.0,0.0
code,p133,5052,0,1.0,0.0
code,p134,5052,0,1.0,0.0
code,p135,5052,0,1.0,0.0
code,p136,5052,0,1.0,0.0
code,p137,5052,0,1.0,0.0
code,p138,5052,0,1.0,0.0
code,p139,5052,0,1.0,0.0
code,p140,5052,0,1.0,0.0
code,p141,5052,0,1.0,0.0
code,p142,5052,0,1.0,0.0
code,p143,5052,0,1.0,0.0
code,p144,5052,0,1.0,0.0
code,p145,5052,0,1.0,0.0
code,p146,5052,0,1.0,0.0
code,p147,5052,0,1.0,0.0
code,p148,5052,0,1.0,0.0
code,p149,5052,0,1.0,0.0
code,p150,5052,0,1.0,0.0
code,p151,5052,0,1.0,0.0
code,p152,5052,0,1.0,0.0
code,p153,5052,0,1.0,0.0
code,p154,5052,0,1.0,0.0
code,p155,5052,0,1.0,0.0
code,p156,5052,0,1.0,0.0
code,p157,5052,0,1.0,0.0
code,p158,5052,0,1.0,0.0
code,p159,5052,0,1.0,0.0
code,p160,5052,0,1.0,0.0
code,p161,5052,0,1.0,0.0
code,p162,5052,0,1.0,0.0
code,p163,5052,0,1.0,0.0
code,p164,5052,0,1.0,0.0
code,p165,5052,0,1.0,0.0
code,p166,5052,0,1.0,0.0
code,p167,5052,0,1.0,0.0
code,p168,5052,0,1.0,0.0
code,p169,5052,0,1.0,0.0
code,p170,5052,0,1.0,0.0
code,p171,5052,0,1.0,0.0
code,p172,5052,0,1.0,0.0
code,p173,5052,0,1.0,0.0
code,p174,5052,0,1.0,0.0
code,p175,5052,0,1.0,0.0
code,p176,5052,0,1.0,0.0
code,p177,5052,0,1.0,0.0
code,p178,5052,0,1.0,0.0
code,p179,5052,0,1.0,0.0
code,p180,5052,0,1.0,0.0
code,p181,5052,0,1.0,0.0
code,p182,5052,0,1.0,0.0
code,p183,5052,0,1.0,0.0
code,p184,5052,0,1.0,0.0
code,p185,5052,0,1.0,0.0
code,p186,5052,0,1.0,0.0
code,p187,5052,0,1.0,0.0
code,p188,5052,0,1.0,0.0
code,p189,5052,0,1.0,0.0
code,p190,5052,0,1.0,0.0
code,p191,5052,0,1.0,0.0
code,p192,5052,0,1.0,0.0
code,p193,5052,0,1.0,0.0
code,p194,5052,0,1.0,0.0
code,p195,5052,0,1.0,0.0
code,p196,5052,0,1.0,0.0
code,p197,5052,0,1.0,0.0
code,p198,5052,0,1.0,0.0
code,p199,5052,0,1.0,0.0
code,p200,5052,0,1.0,0.0
code,p1,5052,0,1.5,0.0
code,p2,5052,0,1.5,-0.0625
code,p3,5052,0,1.5,-0.0625
code,p4,5052,0,1.5,-0.0234375
code,p5,5052,0,1.5,0.03125
code,p6,5052,0,1.5,0.125
code,p7,5052,0,1.5,0.03125
code,p8,5052,0,1.5,-0.03125
code,p9,5052,0,1.5,0.046875
code,p10,5052,0,1.5,-0.03125
code,p11,5052,0,1.5,-0.125
code,p12,5052,0,1.5,0.0625
code,p13,5052,0,1.5,-0.09375
code,p14,5052,0,1.5,-0.0390625
code,p15,5052,0,1.5,0.09375
code,p16,5052,0,1.5,0.09375
code,p17,5052,0,1.5,0.375
code,p18,5052,0,1.5,0.03125
code,p19,5052,0,1.5,-0.03125
code,p20,5052,0,1.5,0.09375
code,p21,5052,0,1.5,0.1875
code,p22,5052,0,1.5,0.28125
code,p23,5052,0,1.5,0.125
code,p24,5052,0,1.5,-0.0625
code,p25,5052,0,1.5,-0.03125
code,p26,5052,0,1.5,0.0625
code,p27,5052,0,1.5,0.421875
code,p28,5052,0,1.5,0.125
code,p29,5052,0,1.5,0.0
code,p30,5052,0,1.5,0.0625
code,p31,5052,0,1.5,0.09375
code,p32,5052,0,1.5,0.25
code,p33,5052,0,1.5,0.375
code,p34,5052,0,1.5,0.0
code,p35,5052,0,1.5,0.109375
code,p36,5052,0,1.5,0.375
code,p37,5052,0,1.5,0.25
code,p38,5052,0,1.5,-0.09375
code,p39,5052,0,1.5,0.078125
code,p40,5052,0,1.5,0.3125
code,p41,5052,0,1.5,-0.1875
code,p42,5052,0,1.5,0.0
code,p43,5052,0,1.5,0.3125
code,p44,5052,0,1.5,0.0625
code,p45,5052,0,1.5,0.09375
code,p46,5052,0,1.5,0.0625
code,p47,5052,0,1.5,0.0
code,p48,5052,0,1.5,-0.03125
code,p49,5052,0,1.5,-0.140625
code,p50,5052,0,1.5,0.0625
code,p51,5052,0,1.5,-0.03125
code,p52,5052,0,1.5,0.09375
code,p53,5052,0,1.5,-0.1875
code,p54,5052,0,1.5,0.0
code,p55,5052,0,1.5,0.046875
code,p56,5052,0,1.5,-0.015625
code,p57,5052,0,1.5,-0.03125
code,p58,5052,0,1.5,-0.0625
code,p59,5052,0,1.5,0.0625
code,p60,5052,0,1.5,-0.078125
code,p61,5052,0,1.5,0.09375
code,p62,5052,0,1.5,0.5625
code,p63,5052,0,1.5,0.1875
code,p64,5052,0,1.5,0.0
code,p65,5052,0,1.5,0.125
code,p66,5052,0,1.5,0.25
code,p67,5052,0,1.5,0.125
code,p68,5052,0,1.5,0.15625
code,p69,5052,0,1.5,0.0
code,p70,5052,0,1.5,0.0
code,p71,5052,0,1.5,0.125
code,p72,5052,0,1.5,0.0625
code,p73,5052,0,1.5,0.1875
code,p74,5052,0,1.5,-0.046875
code,p75,5052,0,1.5,0.0
code,p76,5052,0,1.5,0.09375
code,p77,5052,0,1.5,0.09375
code,p78,5052,0,1.5,0.125
code,p79,5052,0,1.5,0.0625
code,p80,5052,0,1.5,-0.0625
code,p81,5052,0,1.5,-0.09375
code,p82,5052,0,1.5,0.375
code,p83,5052,0,1.5,0.25
code,p84,5052,0,1.5,-0.078125
code,p85,5052,0,1.5,-0.15625
code,p86,5052,0,1.5,0.15625
code,p87,5052,0,1.5,0.15625
code,p88,5052,0,1.5,0.125
code,p89,5052,0,1.5,0.109375
code,p90,5052,0,1.5,0.1875
code,p91,5052,0,1.5,0.03125
code,p92,5052,0,1.5,0.140625
code,p93,5052,0,1.5,-0.03125
code,p94,5052,0,1.5,0.125
code,p95,5052,0,1.5,0.0625
code,p96,5052,0,1.5,0.0625
code,p97,5052,0,1.5,0.03125
code,p98,5052,0,1.5,0.0625
code,p99,5052,0,1.5,0.125
code,p100,5052,0,1.5,0.03125
code,p101,5052,0,1.5,0.09375
code,p102,5052,0,1.5,0.25
code,p103,5052,0,1.5,0.0625
code,p104,5052,0,1.5,0.125
code,p105,5052,0,1.5,0.21875
code,p106,5052,0,1.5,-0.15625
code,p107,5052,0,1.5,0.375
code,p108,5052,0,1.5,0.21875
code,p109,5052,0,1.5,0.140625
code,p110,5052,0,1.5,0.125
code,p111,5052,0,1.5,0.25
code,p112,5052,0,1.5,0.1875
code,p113,5052,0,1.5,0.0625
code,p114,5052,0,1.5,0.125
code,p115,5052,0,1.5,-0.0625
code,p116,5052,0,1.5,0.3125
code,p117,5052,0,1.5,0.1875
code,p118,5052,0,1.5,-0.09375
code,p119,5052,0,1.5,0.015625
code,p120,5052,0,1.5,0.0
code,p121,5052,0,1.5,0.15625
code,p122,5052,0,1.5,0.375
code,p123,5052,0,1.5,0.375
code,p124,5052,0,1.5,-0.03125
code,p125,5052,0,1.5,0.0625
code,p126,5052,0,1.5,0.09375
code,p127,5052,0,1.5,0.125
code,p128,5052,0,1.5,0.0
code,p129,5052,0,1.5,0.03125
code,p130,5052,0,1.5,0.0
code,p131,5052,0,1.5,0.21875
code,p132,5052,0,1.5,0.25
code,p133,5052,0,1.5,0.4375
code,p134,5052,0,1.5,0.21875
code,p135,5052,0,1.5,0.15625
code,p136,5052,0,1.5,0.125
code,p137,5052,0,1.5,0.125
code,p138,5052,0,1.5,0.21875
code,p139,5052,0,1.5,-0.0078125
code,p140,5052,0,1.5,0.15625
code,p141,5052,0,1.5,-0.1875
code,p142,5052,0,1.5,0.375
code,p143,5052,0,1.5,0.3125
code,p144,5052,0,1.5,-0.078125
code,p145,5052,0,1.5,0.0625
code,p146,5052,0,1.5,0.125
code,p147,5052,0,1.5,0.375
code,p148,5052,0,1.5,0.125
code,p149,5052,0,1.5,0.0078125
code,p150,5052,0,1.5,0.09375
code,p151,5052,0,1.5,0.0
code,p152,5052,0,1.5,0.4375
code,p153,5052,0,1.5,0.375
code,p154,5052,0,1.5,0.109375
code,p155,5052,0,1.5,0.25
code,p156,5052,0,1.5,0.25
code,p157,5052,0,1.5,0.125
code,p158,5052,0,1.5,0.03125
code,p159,5052,0,1.5,0.109375
code,p160,5052,0,1.5,0.125
code,p161,5052,0,1.5,0.0
code,p162,5052,0,1.5,0.25
code,p163,5052,0,1.5,0.1875
code,p164,5052,0,1.5,-0.03125
code,p165,5052,0,1.5,0.0
code,p166,5052,0,1.5,0.1875
code,p167,5052,0,1.5,0.1875
code,p168,5052,0,1.5,-0.0625
code,p169,5052,0,1.5,0.015625
code,p170,5052,0,1.5,0.0625
code,p171,5052,0,1.5,0.0625
code,p172,5052,0,1.5,-0.03125
code,p173,5052,0,1.5,0.09375
code,p174,5052,0,1.5,0.0625
code,p175,5052,0,1.5,0.03125
code,p176,5052,0,1.5,-0.0625
code,p177,5052,0,1.5,-0.0625
code,p178,5052,0,1.5,-0.0625
code,p179,5052,0,1.5,-0.09375
code,p180,5052,0,1.5,-0.15625
code,p181,5052,0,1.5,0.25
code,p182,5052,0,1.5,0.15625
code,p183,5052,0,1.5,0.21875
code,p184,5052,0,1.5,0.0625
code,p185,5052,0,1.5,0.0625
code,p186,5052,0,1.5,0.03125
code,p187,5052,0,1.5,0.171875
code,p188,5052,0,1.5,-0.078125
code,p189,5052,0,1.5,0.109375
code,p190,5052,0,1.5,0.03125
code,p191,5052,0,1.5,0.125
code,p192,5052,0,1.5,0.5
code,p193,5052,0,1.5,0.3125
code,p194,5052,0,1.5,-0.0625
code,p195,5052,0,1.5,0.09375
code,p196,5052,0,1.5,0.25
code,p197,5052,0,1.5,0.1875
code,p198,5052,0,1.5,0.0
code,p199,5052,0,1.5,-0.0234375
code,p200,5052,0,1.5,0.1875
code,p1,5052,0,2.0,0.0
code,p2,5052,0,2.0,-0.125
code,p3,5052,0,2.0,0.0
code,p4,5052,0,2.0,-0.0078125
code,p5,5052,0,2.0,0.03125
code,p6,5052,0,2.0,0.1875
code,p7,5052,0,2.0,0.09375
code,p8,5052,0,2.0,-0.09375
code,p9,5052,0,2.0,0.046875
code,p10,5052,0,2.0,0.125
code,p11,5052,0,2.0,0.0
code,p12,5052,0,2.0,0.1875
code,p13,5052,0,2.0,-0.0625
code,p14,5052,0,2.0,-0.0078125
code,p15,5052,0,2.0,0.296875
code,p16,5052,0,2.0,0.125
code,p17,5052,0,2.0,0.65625
code,p18,5052,0,2.0,0.140625
code,p19,5052,0,2.0,0.15625
code,p20,5052,0,2.0,0.4375
code,p21,5052,0,2.0,0.3125
code,p22,5052,0,2.0,0.53125
code,p23,5052,0,2.0,0.34375
code,p24,5052,0,2.0,-0.0625
code,p25,5052,0,2.0,0.203125
code,p26,5052,0,2.0,0.046875
code,p27,5052,0,2.0,0.875
code,p28,5052,0,2.0,0.125
code,p29,5052,0,2.0,-0.0625
code,p30,5052,0,2.0,0.046875
code,p31,5052,0,2.0,0.125
code,p32,5052,0,2.0,0.1875
code,p33,5052,0,2.0,0.75
code,p34,5052,0,2.0,0.0
code,p35,5052,0,2.0,0.15625
code,p36,5052,0,2.0,0.5625
code,p37,5052,0,2.0,0.4375
code,p38,5052,0,2.0,0.0625
code,p39,5052,0,2.0,0.078125
code,p40,5052,0,2.0,0.375
code,p41,5052,0,2.0,-0.0625
code,p42,5052,0,2.0,-0.0625
code,p43,5052,0,2.0,0.4375
code,p44,5052,0,2.0,0.03125
code,p45,5052,0,2.0,0.09375
code,p46,5052,0,2.0,0.15625
code,p47,5052,0,2.0,0.1875
code,p48,5052,0,2.0,0.0
code,p49,5052,0,2.0,-0.171875
code,p50,5052,0,2.0,0.0
code,p51,5052,0,2.0,0.0
code,p52,5052,0,2.0,0.0
code,p53,5052,0,2.0,-0.25
code,p54,5052,0,2.0,-0.09375
code,p55,5052,0,2.0,0.140625
code,p56,5052,0,2.0,0.109375
code,p57,5052,0,2.0,-0.125
code,p58,5052,0,2.0,-0.03125
code,p59,5052,0,2.0,0.03125
code,p60,5052,0,2.0,-0.0625
code,p61,5052,0,2.0,-0.03125
code,p62,5052,0,2.0,1.0
code,p63,5052,0,2.0,0.0
code,p64,5052,0,2.0,0.0
code,p65,5052,0,2.0,0.25
code,p66,5052,0,2.0,0.375
code,p67,5052,0,2.0,0.1875
code,p68,5052,0,2.0,-0.03125
code,p69,5052,0,2.0,0.09375
code,p70,5052,0,2.0,0.0
code,p71,5052,0,2.0,0.125
code,p72,5052,0,2.0,-0.0625
code,p73,5052,0,2.0,0.3125
code,p74,5052,0,2.0,-0.078125
code,p75,5052,0,2.0,0.03125
code,p76,5052,0,2.0,0.28125
code,p77,5052,0,2.0,0.0
code,p78,5052,0,2.0,0.03125
code,p79,5052,0,2.0,0.046875
code,p80,5052,0,2.0,0.1875
code,p81,5052,0,2.0,-0.15625
code,p82,5052,0,2.0,0.8125
code,p83,5052,0,2.0,0.4375
code,p84,5052,0,2.0,0.0
code,p85,5052,0,2.0,-0.28125
code,p86,5052,0,2.0,0.078125
code,p87,5052,0,2.0,0.375
code,p88,5052,0,2.0,0.1875
code,p89,5052,0,2.0,0.21875
code,p90,5052,0,2.0,0.25
code,p91,5052,0,2.0,0.09375
code,p92,5052,0,2.0,0.203125
code,p93,5052,0,2.0,0.078125
code,p94,5052,0,2.0,0.125
code,p95,5052,0,2.0,0.0625
code,p96,5052,0,2.0,0.21875
code,p97,5052,0,2.0,0.03125
code,p98,5052,0,2.0,0.0625
code,p99,5052,0,2.0,0.125
code,p100,5052,0,2.0,0.03125
code,p101,5052,0,2.0,0.25
code,p102,5052,0,2.0,0.5
code,p103,5052,0,2.0,0.1875
code,p104,5052,0,2.0,0.09375
code,p105,5052,0,2.0,0.34375
code,p106,5052,0,2.0,0.03125
code,p107,5052,0,2.0,0.71875
code,p108,5052,0,2.0,0.21875
code,p109,5052,0,2.0,0.328125
code,p110,5052,0,2.0,0.25
code,p111,5052,0,2.0,0.21875
code,p112,5052,0,2.0,0.25
code,p113,5052,0,2.0,0.375
code,p114,5052,0,2.0,0.15625
code,p115,5052,0,2.0,0.125
code,p116,5052,0,2.0,0.34375
code,p117,5052,0,2.0,0.4375
code,p118,5052,0,2.0,0.0625
code,p119,5052,0,2.0,0.109375
code,p120,5052,0,2.0,0.3125
code,p121,5052,0,2.0,0.1875
code,p122,5052,0,2.0,0.75
code,p123,5052,0,2.0,0.65625
code,p124,5052,0,2.0,-0.03125
code,p125,5052,0,2.0,0.125
code,p126,5052,0,2.0,0.125
code,p127,5052,0,2.0,0.5
code,p128,5052,0,2.0,0.125
code,p129,5052,0,2.0,0.03125
code,p130,5052,0,2.0,0.3125
code,p131,5052,0,2.0,0.46875
code,p132,5052,0,2.0,0.5625
code,p133,5052,0,2.0,0.6875
code,p134,5052,0,2.0,0.296875
code,p135,5052,0,2.0,0.34375
code,p136,5052,0,2.0,0.125
code,p137,5052,0,2.0,0.3125
code,p138,5052,0,2.0,0.375
code,p139,5052,0,2.0,0.0390625
code,p140,5052,0,2.0,0.125
code,p141,5052,0,2.0,-0.0625
code,p142,5052,0,2.0,0.75
code,p143,5052,0,2.0,0.5625
code,p144,5052,0,2.0,-0.03125
code,p145,5052,0,2.0,0.0625
code,p146,5052,0,2.0,0.15625
code,p147,5052,0,2.0,0.65625
code,p148,5052,0,2.0,0.125
code,p149,5052,0,2.0,-0.1171875
code,p150,5052,0,2.0,0.34375
code,p151,5052,0,2.0,0.15625
code,p152,5052,0,2.0,0.8125
code,p153,5052,0,2.0,0.6875
code,p154,5052,0,2.0,-0.078125
code,p155,5052,0,2.0,0.3125
code,p156,5052,0,2.0,0.3125
code,p157,5052,0,2.0,0.1875
code,p158,5052,0,2.0,0.125
code,p159,5052,0,2.0,0.0625
code,p160,5052,0,2.0,0.4375
code,p161,5052,0,2.0,0.0
code,p162,5052,0,2.0,0.375
code,p163,5052,0,2.0,0.4375
code,p164,5052,0,2.0,0.015625
code,p165,5052,0,2.0,0.0
code,p166,5052,0,2.0,0.15625
code,p167,5052,0,2.0,0.375
code,p168,5052,0,2.0,0.09375
code,p169,5052,0,2.0,0.109375
code,p170,5052,0,2.0,0.0625
code,p171,5052,0,2.0,0.078125
code,p172,5052,0,2.0,0.03125
code,p173,5052,0,2.0,0.3125
code,p174,5052,0,2.0,-0.15625
code,p175,5052,0,2.0,0.1875
code,p176,5052,0,2.0,0.09375
code,p177,5052,0,2.0,0.03125
code,p178,5052,0,2.0,0.046875
code,p179,5052,0,2.0,-0.078125
code,p180,5052,0,2.0,-0.171875
code,p181,5052,0,2.0,0.40625
code,p182,5052,0,2.0,0.1875
code,p183,5052,0,2.0,0.34375
code,p184,5052,0,2.0,0.15625
code,p185,5052,0,2.0,0.125
code,p186,5052,0,2.0,0.125
code,p187,5052,0,2.0,0.171875
code,p188,5052,0,2.0,0.1875
code,p189,5052,0,2.0,0.25
code,p190,5052,0,2.0,0.0
code,p191,5052,0,2.0,0.03125
code,p192,5052,0,2.0,0.875
code,p193,5052,0,2.0,0.3125
code,p194,5052,0,2.0,-0.125
code,p195,5052,0,2.0,0.28125
code,p196,5052,0,2.0,0.78125
code,p197,5052,0,2.0,0.5
code,p198,5052,0,2.0,0.0625
code,p199,5052,0,2.0,0.0078125
code,p200,5052,0,2.0,0.125
code,p1,9768,0,0.0,0.09375
code,p2,9768,0,0.0,0.125
code,p3,9768,0,0.0,0.25
code,p4,9768,0,0.0,0.171875
code,p5,9768,0,0.0,-0.03125
code,p6,9768,0,0.0,0.09375
code,p7,9768,0,0.0,-0.03125
code,p8,9768,0,0.0,0.0
code,p9,9768,0,0.0,0.078125
code,p10,9768,0,0.0,0.09375
code,p11,9768,0,0.0,-0.15625
code,p12,9768,0,0.0,-0.25
code,p13,9768,0,0.0,-0.3125
code,p14,9768,0,0.0,-0.0859375
code,p15,9768,0,0.0,0.15625
code,p16,9768,0,0.0,0.0
code,p17,9768,0,0.0,0.3125
code,p18,9768,0,0.0,0.0
code,p19,9768,0,0.0,-0.046875
code,p20,9768,0,0.0,0.09375
code,p21,9768,0,0.0,0.25
code,p22,9768,0,0.0,0.25
code,p23,9768,0,0.0,0.28125
code,p24,9768,0,0.0,-0.125
code,p25,9768,0,0.0,0.0625
code,p26,9768,0,0.0,0.140625
code,p27,9768,0,0.0,0.171875
code,p28,9768,0,0.0,0.140625
code,p29,9768,0,0.0,0.03125
code,p30,9768,0,0.0,0.1875
code,p31,9768,0,0.0,0.09375
code,p32,9768,0,0.0,0.25
code,p33,9768,0,0.0,-0.125
code,p34,9768,0,0.0,0.015625
code,p35,9768,0,0.0,-0.0625
code,p36,9768,0,0.0,0.0625
code,p37,9768,0,0.0,0.125
code,p38,9768,0,0.0,-0.03125
code,p39,9768,0,0.0,0.046875
code,p40,9768,0,0.0,-0.0625
code,p41,9768,0,0.0,-0.09375
code,p42,9768,0,0.0,0.0625
code,p43,9768,0,0.0,0.25
code,p44,9768,0,0.0,-0.09375
code,p45,9768,0,0.0,0.125
code,p46,9768,0,0.0,0.09375
code,p47,9768,0,0.0,0.125
code,p48,9768,0,0.0,-0.09375
code,p49,9768,0,0.0,-0.03125
code,p50,9768,0,0.0,-0.125
code,p51,9768,0,0.0,0.078125
code,p52,9768,0,0.0,0.1875
code,p53,9768,0,0.0,-0.15625
code,p54,9768,0,0.0,0.0
code,p55,9768,0,0.0,-0.015625
code,p56,9768,0,0.0,0.078125
code,p57,9768,0,0.0,-0.03125
code,p58,9768,0,0.0,0.03125
code,p59,9768,0,0.0,-0.03125
code,p60,9768,0,0.0,0.0625
code,p61,9768,0,0.0,-0.1875
code,p62,9768,0,0.0,0.4375
code,p63,9768,0,0.0,-0.0625
code,p64,9768,0,0.0,0.09375
code,p65,9768,0,0.0,0.0625
code,p66,9768,0,0.0,0.34375
code,p67,9768,0,0.0,0.125
code,p68,9768,0,0.0,-0.03125
code,p69,9768,0,0.0,-0.0625
code,p70,9768,0,0.0,-0.125
code,p71,9768,0,0.0,-0.0625
code,p72,9768,0,0.0,-0.375
code,p73,9768,0,0.0,0.0
code,p74,9768,0,0.0,-0.03125
code,p75,9768,0,0.0,-0.09375
code,p76,9768,0,0.0,0.0
code,p77,9768,0,0.0,0.0
code,p78,9768,0,0.0,0.1875
code,p79,9768,0,0.0,0.15625
code,p80,9768,0,0.0,-0.1875
code,p81,9768,0,0.0,-0.09375
code,p82,9768,0,0.0,0.375
code,p83,9768,0,0.0,0.3125
code,p84,9768,0,0.0,0.09375
code,p85,9768,0,0.0,-0.125
code,p86,9768,0,0.0,0.1015625
code,p87,9768,0,0.0,0.1875
code,p88,9768,0,0.0,0.0625
code,p89,9768,0,0.0,0.015625
code,p90,9768,0,0.0,0.15625
code,p91,9768,0,0.0,0.03125
