category,alpha,controls_mean_delta_contrast,controls_ci95_lo,controls_ci95_hi,n_pairs
code,0.0,0.043916015625,0.032138183593749994,0.055669189453125004,200
code,0.5,0.0176953125,0.0096282958984375,0.025472778320312476,200
code,1.0,0.0,0.0,0.0,200
code,1.5,-0.0002685546875,-0.0077694091796875,0.007007202148437498,200
code,2.0,-0.0020166015625,-0.012598876953125001,0.007856689453125,200
