category,alpha,controls_mean_delta_contrast,controls_ci95_lo,controls_ci95_hi,n_pairs
safety,0.0,0.001728515625,-0.004864257812500001,0.008633789062499994,200
safety,0.5,0.000498046875,-0.006211181640625001,0.006894775390624998,200
safety,1.0,0.0,0.0,0.0,200
safety,1.5,-0.00189453125,-0.0077744140625,0.0038684082031249932,200
safety,2.0,-0.00271484375,-0.009746826171875,0.004258056640624999,200
